row_id,article_id,claim_id,claim,binary_label_name,original_verdict,normalised_rating,organisation,date_published,financial_matches,finance_term_count,word_count,url,finance_relevant,label_valid,standalone_claim,audit_notes,verdict,claim_normalised,pure_binary_label,financial_matches_list,financial_match_set
13126,18941,15141,Video of Musk and Peterson promotes legitimate passive income offer,misleading,false,false,AFP Fact Check,2024-12-03T21:36:00,['income'],1,10,https://factcheck.afp.com/doc.afp.com.36MK2JF,,,,,false,video of musk and peterson promotes legitimate passive income offer,misleading,['income'],{'income'}
13185,19082,15196,Nigeria's new reform bills to impose tax on inherited assets,misleading,false,false,AFP Fact Check,2024-12-13T15:20:00,['tax'],1,10,https://factcheck.afp.com/doc.afp.com.36Q9249,,,,,false,nigeria s new reform bills to impose tax on inherited assets,misleading,['tax'],{'tax'}
13253,19144,15256,Only nine countries without a Rothschild owned/controlled central bank,misleading,false,false,AFP Fact Check,2025-01-02T17:41:00,['banking'],1,9,https://factcheck.afp.com/doc.afp.com.36RR8D7,,,,,false,only nine countries without a rothschild owned controlled central bank,misleading,['banking'],{'banking'}
13517,5804,15517,SA's Budget 2013: Fact-checking the claims & counter-claims,misleading,fake,false,Africa Check,2013-02-27T00:00:00,['budget'],1,8,https://africacheck.org/fact-checks/reports/sas-budget-2013-fact-checking-claims-counter-claims,,,,,fake,sa s budget 2013 fact checking the claims counter claims,misleading,['budget'],{'budget'}
13758,65,15757,As SA debates a minimum wage - a primer on income inequality,misleading,false,false,Africa Check,2015-06-24T00:00:00,"['employment', 'income']",2,12,https://africacheck.org/fact-checks/blog/analysis-sa-debates-minimum-wage-primer-income-inequality,,,,,false,as sa debates a minimum wage a primer on income inequality,misleading,"['employment', 'income']","{'income', 'employment'}"
13812,5197,15811,Is Africa's entire GDP equal to that of France? Obama is mostly correct,misleading,fake,false,Africa Check,2016-10-17T00:00:00,['macroeconomy'],1,13,https://africacheck.org/fact-checks/reports/africas-entire-gdp-equal-france-obama-mostly-correct,,,,,fake,is africa s entire gdp equal to that of france obama is mostly correct,misleading,['macroeconomy'],{'macroeconomy'}
13835,5807,15833,SA's proposed sugar tax: claims about calories & job losses checked,misleading,false,false,Africa Check,2016-08-31T00:00:00,"['tax', 'company_finance']",2,11,https://africacheck.org/fact-checks/reports/sas-proposed-sugar-tax-claims-about-calories-job-losses-checked,,,,,false,sa s proposed sugar tax claims about calories job losses checked,misleading,"['tax', 'company_finance']","{'company_finance', 'tax'}"
13854,5331,15852,Democratic Alliance wrong to claim 67% of Cape Town's budget spent on poor communities,misleading,false,false,Africa Check,2016-07-14T00:00:00,['budget'],1,14,https://africacheck.org/fact-checks/reports/democratic-alliance-wrong-claim-67-cape-towns-budget-spent-poor-communities,,,,,false,democratic alliance wrong to claim 67 of cape town s budget spent on poor communities,misleading,['budget'],{'budget'}
13928,5771,15925,Unemployment right now stands at 40%,misleading,incorrect,false,Africa Check,2017-07-28T00:00:00,['employment'],1,6,https://africacheck.org/fact-checks/reports/presidential-debate-wasnt-did-kenyas-odinga-get-his-facts-straight,,,,,incorrect,unemployment right now stands at 40,misleading,['employment'],{'employment'}
13947,5610,15944,Our unemployment is over 40%,misleading,incorrect,false,Africa Check,2017-07-21T00:00:00,['employment'],1,5,https://africacheck.org/fact-checks/reports/man-who-debated-himself-2-claims-kenya-presidency-hopeful-rated,,,,,incorrect,our unemployment is over 40,misleading,['employment'],{'employment'}
13986,5722,15983,"No, SA's higher education budget has not increased 6 times under Zuma",misleading,fake,false,Africa Check,2017-04-06T00:00:00,['budget'],1,12,https://africacheck.org/fact-checks/reports/no-sas-higher-education-budget-has-not-increased-6-times-under-zuma,,,,,fake,no sa s higher education budget has not increased 6 times under zuma,misleading,['budget'],{'budget'}
14054,5353,16051,Do 1-in-5 Nigerian adults suffer from long-term depression? World Bank revises brief,misleading,false,false,Africa Check,2018-04-16T00:00:00,['banking'],1,12,https://africacheck.org/fact-checks/reports/do-1-5-nigerian-adults-suffer-long-term-depression-world-bank-revises-brief,,,,,false,do 1 in 5 nigerian adults suffer from long term depression world bank revises brief,misleading,['banking'],{'banking'}
14128,5419,16125,"A Nigerian senator earns US$1.7 million annually far higher than the US$400,000 yearly income of the US president",misleading,incorrect,false,Africa Check,2017-10-20T00:00:00,['income'],1,18,https://africacheck.org/fact-checks/reports/does-nigerian-lawmaker-earn-more-us-president-donald-trump,,,,,incorrect,a nigerian senator earns us 1 7 million annually far higher than the us 400 000 yearly income of the us president,misleading,['income'],{'income'}
14150,5291,16147,China now owns more than 70% of Kenya's external debt.,misleading,incorrect,false,Africa Check,2018-08-21T00:00:00,['debt'],1,10,https://africacheck.org/fact-checks/reports/china-owns-213-kenyas-external-debt-not-70-reported,,,,,incorrect,china now owns more than 70 of kenya s external debt,misleading,['debt'],{'debt'}
14151,5860,16148,Kenya spends 43% of its national budget on development,misleading,incorrect,false,Africa Check,2018-09-14T00:00:00,['budget'],1,9,https://africacheck.org/fact-checks/reports/tax-revenue-development-spend-does-kenyas-majority-leader-get-his-numbers-right,,,,,incorrect,kenya spends 43 of its national budget on development,misleading,['budget'],{'budget'}
14173,5183,16170,"We have less than 500,000 mortgages. I think it is probably closer to 200,000 mortgages.",misleading,incorrect,false,Africa Check,2019-01-08T00:00:00,['interest_mortgage'],1,15,https://africacheck.org/fact-checks/reports/500000-or-200000-presidents-numbers-mortgages-kenya-both-wide-mark,,,,,incorrect,we have less than 500 000 mortgages i think it is probably closer to 200 000 mortgages,misleading,['interest_mortgage'],{'interest_mortgage'}
14220,5269,16215,"In the first quarter of 2018, Nigeria earned N577 billion from exports of agricultural produce.",misleading,incorrect,false,Africa Check,2018-11-01T00:00:00,['trade'],1,15,https://africacheck.org/fact-checks/reports/buhari-campaign-gets-its-numbers-wrong-about-record-nigeria-agricultural,,,,,incorrect,in the first quarter of 2018 nigeria earned n577 billion from exports of agricultural produce,misleading,['trade'],{'trade'}
14227,5934,16222,95% of Kenya's budget resources go to the executive,misleading,incorrect,false,Africa Check,2018-10-15T00:00:00,['budget'],1,9,https://africacheck.org/fact-checks/reports/yes-kenyas-executive-takes-lions-share-funds-not-95,,,,,incorrect,95 of kenya s budget resources go to the executive,misleading,['budget'],{'budget'}
14310,2998,16303,"No, Kenya's tax authority not offering 423 jobs with KSh350 'application fee'",misleading,false,false,Africa Check,2019-03-14T00:00:00,['tax'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenyas-tax-authority-not-offering-423-jobs-ksh350,,,,,false,no kenya s tax authority not offering 423 jobs with ksh350 application fee,misleading,['tax'],{'tax'}
14332,5547,16325,"""In the 2017/2018 financial year alone, as an example, our county governments spent approximately 87.3% of their entire budgets on recurrent expenditure, leaving only a meagre 12.7% for development",misleading,incorrect,false,Africa Check,2019-03-05T00:00:00,['budget'],1,29,https://africacheck.org/fact-checks/reports/how-kenyatta-mangled-his-numbers-kenyan-counties-development-spend,,,,,incorrect,in the 2017 2018 financial year alone as an example our county governments spent approximately 87 3 of their entire budgets on recurrent expenditure leaving only a meagre 12 7 for development,misleading,['budget'],{'budget'}
14447,3770,16437,"No, Tala and Branch databases not hacked in Kenya to clear loan defaulter names",misleading,fake,false,Africa Check,2019-05-21T00:00:00,['loan'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-tala-and-branch-databases-not-hacked-kenya-clear-loan,,,,,fake,no tala and branch databases not hacked in kenya to clear loan defaulter names,misleading,['loan'],{'loan'}
14503,5383,16492,"""We are contributing to the national government in excess of KSh49 billion in taxes annually.""",misleading,incorrect,false,Africa Check,2019-04-24T00:00:00,['tax'],1,15,https://africacheck.org/fact-checks/reports/do-kenyas-used-car-dealers-really-pay-ksh49-billion-year-import-tax,,,,,incorrect,we are contributing to the national government in excess of ksh49 billion in taxes annually,misleading,['tax'],{'tax'}
14539,5507,16526,Michael Duerr owns 57.5% of the South African Reserve Bank.,misleading,incorrect,false,Africa Check,2019-07-22T00:00:00,['banking'],1,10,https://africacheck.org/fact-checks/reports/german-national-michael-duerr-owns-05-not-575-south-africas-reserve-bank,,,,,incorrect,michael duerr owns 57 5 of the south african reserve bank,misleading,['banking'],{'banking'}
14550,4438,16537,Scam alert! Kenyan bank warns of fraudulent loan ads on Facebook,misleading,fake,false,Africa Check,2019-07-18T00:00:00,"['loan', 'banking']",2,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-kenyan-bank-warns-fraudulent-loan-ads-facebook,,,,,fake,scam alert kenyan bank warns of fraudulent loan ads on facebook,misleading,"['loan', 'banking']","{'loan', 'banking'}"
14556,506,16543,"Another jobs scam – no, Capitec bank doesn't post job ads on social media",misleading,fake,false,Africa Check,2019-07-18T00:00:00,['banking'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/another-jobs-scam-no-capitec-bank-doesnt-post-job-ads-social,,,,,fake,another jobs scam no capitec bank doesn t post job ads on social media,misleading,['banking'],{'banking'}
14594,4100,16581,'This is not a Sassa advert' – beware scam job ad for South African Social Security Agency,misleading,fake,false,Africa Check,2019-06-28T00:00:00,['pension'],1,17,https://africacheck.org/fact-checks/meta-programme-fact-checks/not-sassa-advert-beware-scam-job-ad-south-african-social,,,,,fake,this is not a sassa advert beware scam job ad for south african social security agency,misleading,['pension'],{'pension'}
14603,5696,16590,"""We are urging the public not to clear the existing loans until a case is determined on how the mobile lending apps acquired licences to operate.""",misleading,incorrect,false,Africa Check,2019-06-27T00:00:00,['loan'],1,26,https://africacheck.org/fact-checks/reports/no-evidence-powerful-kenyan-minister-urged-debtors-default-popular-mobile-apps,,,,,incorrect,we are urging the public not to clear the existing loans until a case is determined on how the mobile lending apps acquired licences to operate,misleading,['loan'],{'loan'}
14650,4428,16637,Scam alert! Ignore fake advert for 'graduate trainee jobs' at Kenya's tax agency,misleading,fake,false,Africa Check,2019-06-04T00:00:00,['tax'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-ignore-fake-advert-graduate-trainee-jobs-kenyas,,,,,fake,scam alert ignore fake advert for graduate trainee jobs at kenya s tax agency,misleading,['tax'],{'tax'}
14714,4628,16699,"Teenager beaten up by cops after bank teller mistook erection for pistol? No, story false",misleading,false,false,Africa Check,2019-08-29T00:00:00,['banking'],1,15,https://africacheck.org/fact-checks/meta-programme-fact-checks/teenager-beaten-cops-after-bank-teller-mistook-erection,,,,,false,teenager beaten up by cops after bank teller mistook erection for pistol no story false,misleading,['banking'],{'banking'}
14785,1790,16768,"Kenyans warned of scam ads for jobs at World Bank, Lighting Africa",misleading,fake,false,Africa Check,2019-11-01T00:00:00,['banking'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/kenyans-warned-scam-ads-jobs-world-bank-lighting-africa,,,,,fake,kenyans warned of scam ads for jobs at world bank lighting africa,misleading,['banking'],{'banking'}
14970,4461,16948,Scam alert! No KSh500 'application fee' for Kenyan Uwezo Fund loans,misleading,fake,false,Africa Check,2019-11-28T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-no-ksh500-application-fee-kenyan-uwezo-fund-loans,,,,,fake,scam alert no ksh500 application fee for kenyan uwezo fund loans,misleading,['loan'],{'loan'}
15024,5559,17002,ICT outstrips oil and gas in Nigeria's economy – but error in minister's comparison,misleading,fake,false,Africa Check,2019-11-06T00:00:00,['macroeconomy'],1,14,https://africacheck.org/fact-checks/reports/ict-outstrips-oil-and-gas-nigerias-economy-error-ministers-comparison,,,,,fake,ict outstrips oil and gas in nigeria s economy but error in minister s comparison,misleading,['macroeconomy'],{'macroeconomy'}
15026,4054,17004,"No, World Bank hasn't invited Biafra leader to sign new currency",misleading,false,false,Africa Check,2019-11-07T00:00:00,"['banking', 'currency']",2,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-world-bank-hasnt-invited-biafra-leader-sign-new-currency,,,,,false,no world bank hasn t invited biafra leader to sign new currency,misleading,"['banking', 'currency']","{'banking', 'currency'}"
15028,5525,17006,"Since 2015, he has been allocated on average 47% of the national development budget.",misleading,incorrect,false,Africa Check,2019-11-12T00:00:00,['budget'],1,14,https://africacheck.org/fact-checks/reports/has-super-minister-been-handed-nearly-half-kenyas-development-cash,,,,,incorrect,since 2015 he has been allocated on average 47 of the national development budget,misleading,['budget'],{'budget'}
15069,5949,17047,Youth unemployment in Nigeria is almost 70%.,misleading,incorrect,false,Africa Check,2020-02-05T00:00:00,['employment'],1,7,https://africacheck.org/fact-checks/reports/youth-unemployment-nigeria-almost-getting-70,,,,,incorrect,youth unemployment in nigeria is almost 70,misleading,['employment'],{'employment'}
15106,2220,17083,"No, ARV drugs not sent to 'another country' after Kenya slapped tax on them",misleading,fake,false,Africa Check,2020-01-24T00:00:00,['tax'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-arv-drugs-not-sent-another-country-after-kenya-slapped,,,,,fake,no arv drugs not sent to another country after kenya slapped tax on them,misleading,['tax'],{'tax'}
15351,4055,17319,"No, World Bank hasn't praised Tanzania's Covid-19 response or warned other African countries against 'western' policies",misleading,false,false,Africa Check,2020-04-20T00:00:00,['banking'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-world-bank-hasnt-praised-tanzanias-covid-19-response-or,,,,,false,no world bank hasn t praised tanzania s covid 19 response or warned other african countries against western policies,misleading,['banking'],{'banking'}
15372,5712,17339,"All the ordinary revenue collected by the Kenya Revenue Authority is used to repay the country's local and foreign loans, currently worth more than KSh6 trillion.",misleading,incorrect,false,Africa Check,2020-04-09T00:00:00,"['loan', 'company_finance']",2,26,https://africacheck.org/fact-checks/reports/no-not-all-kenyas-revenue-used-repay-countrys-ksh6-trillion-debt,,,,,incorrect,all the ordinary revenue collected by the kenya revenue authority is used to repay the country s local and foreign loans currently worth more than ksh6 trillion,misleading,"['loan', 'company_finance']","{'company_finance', 'loan'}"
15383,1578,17349,"Italians throwing away cash in coronavirus crisis? No, photos of old Venezuelan currency dumped by robbers",misleading,fake,false,Africa Check,2020-04-06T00:00:00,['currency'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/italians-throwing-away-cash-coronavirus-crisis-no-photos-old,,,,,fake,italians throwing away cash in coronavirus crisis no photos of old venezuelan currency dumped by robbers,misleading,['currency'],{'currency'}
15449,1648,17413,"Kenyan deputy president's bank account frozen? No, just another fake front page story",misleading,fake,false,Africa Check,2020-05-29T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/kenyan-deputy-presidents-bank-account-frozen-no-just-another,,,,,fake,kenyan deputy president s bank account frozen no just another fake front page story,misleading,['banking'],{'banking'}
15451,3209,17415,"No, Nigerian president of African Development Bank hasn't stepped down amid US 'pressure'",misleading,false,false,Africa Check,2020-05-29T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerian-president-african-development-bank-hasnt-stepped,,,,,false,no nigerian president of african development bank hasn t stepped down amid us pressure,misleading,['banking'],{'banking'}
15517,4557,17480,"South African minister doesn't know where taxes come from? No, screenshot from satirical site",misleading,false,false,Africa Check,2020-05-15T00:00:00,['tax'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/south-african-minister-doesnt-know-where-taxes-come-no,,,,,false,south african minister doesn t know where taxes come from no screenshot from satirical site,misleading,['tax'],{'tax'}
15519,3542,17482,No plan for Kenyan police to 'hunt down' mobile loan defaulters,misleading,false,false,Africa Check,2020-05-15T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-plan-kenyan-police-hunt-down-mobile-loan-defaulters,,,,,false,no plan for kenyan police to hunt down mobile loan defaulters,misleading,['loan'],{'loan'}
15568,5859,17530,The standard for tax expenditures is about 2% of gross domestic product.,misleading,incorrect,false,Africa Check,2020-07-20T00:00:00,"['tax', 'macroeconomy']",2,12,https://africacheck.org/fact-checks/reports/tax-incentives-cost-kenya-6-gdp-theres-no-global-standard,,,,,incorrect,the standard for tax expenditures is about 2 of gross domestic product,misleading,"['tax', 'macroeconomy']","{'macroeconomy', 'tax'}"
15609,1814,17571,Kenya's higher education loans' body has not stopped funding for engineering students,misleading,false,false,Africa Check,2020-07-01T00:00:00,['loan'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/kenyas-higher-education-loans-body-has-not-stopped-funding,,,,,false,kenya s higher education loans body has not stopped funding for engineering students,misleading,['loan'],{'loan'}
15668,1886,17630,"Loans for 'broke Kenyans' from Nairobi governor? No, it's a scam",misleading,fake,false,Africa Check,2020-06-15T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/loans-broke-kenyans-nairobi-governor-no-its-scam,,,,,fake,loans for broke kenyans from nairobi governor no it s a scam,misleading,['loan'],{'loan'}
15672,4475,17634,Scam! Ignore fake Facebook pages offering Kenya Women Microfinance Bank loans – for a 'fee',misleading,false,false,Africa Check,2020-07-24T00:00:00,"['loan', 'banking']",2,15,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-ignore-fake-facebook-pages-offering-kenya-women,,,,,false,scam ignore fake facebook pages offering kenya women microfinance bank loans for a fee,misleading,"['loan', 'banking']","{'loan', 'banking'}"
15690,4148,17652,"Only one DFCU Bank branch in Kampala, Uganda, shut due to Covid-19, since reopened",misleading,false,false,Africa Check,2020-09-09T00:00:00,['banking'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/only-one-dfcu-bank-branch-kampala-uganda-shut-due-covid-19,,,,,false,only one dfcu bank branch in kampala uganda shut due to covid 19 since reopened,misleading,['banking'],{'banking'}
15712,1272,17674,Fraud alert! Another Facebook page charging a 'fee' for KWFT loans,misleading,false,false,Africa Check,2020-08-31T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/fraud-alert-another-facebook-page-charging-fee-kwft-loans,,,,,false,fraud alert another facebook page charging a fee for kwft loans,misleading,['loan'],{'loan'}
15732,3082,17693,No microfinance loans here – Facebook page just another scam,misleading,false,false,Africa Check,2020-08-25T00:00:00,['loan'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-microfinance-loans-here-facebook-page-just-another-scam,,,,,false,no microfinance loans here facebook page just another scam,misleading,['loan'],{'loan'}
15764,5652,17724,99% of revenue is being committed to debt servicing alone.,misleading,incorrect,false,Africa Check,2020-08-12T00:00:00,"['debt', 'company_finance']",2,10,https://africacheck.org/fact-checks/reports/nigeria-officially-broke-why-prominent-economists-warning-needs-larger-view,,,,,incorrect,99 of revenue is being committed to debt servicing alone,misleading,"['debt', 'company_finance']","{'company_finance', 'debt'}"
15800,3365,17760,No online applications for Kenya's Uwezo Fund loans – and no 'fee' charged,misleading,false,false,Africa Check,2020-09-15T00:00:00,['loan'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-online-applications-kenyas-uwezo-fund-loans-and-no-fee,,,,,false,no online applications for kenya s uwezo fund loans and no fee charged,misleading,['loan'],{'loan'}
15881,2806,17840,No investigation into money laundering at Kenyan bank – viral letter fake,misleading,fake,false,Africa Check,2020-09-30T00:00:00,['banking'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-investigation-money-laundering-kenyan-bank-viral-letter,,,,,fake,no investigation into money laundering at kenyan bank viral letter fake,misleading,['banking'],{'banking'}
15888,3005,17847,"No, Kenya's Weekly Citizen didn't report money laundering at KCB bank",misleading,fake,false,Africa Check,2020-09-23T00:00:00,['banking'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenyas-weekly-citizen-didnt-report-money-laundering-kcb,,,,,fake,no kenya s weekly citizen didn t report money laundering at kcb bank,misleading,['banking'],{'banking'}
15917,1299,17875,"Generous loans from Kenyan governor Mike Sonko? No, this scam will cost you",misleading,false,false,Africa Check,2020-09-11T00:00:00,['loan'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/generous-loans-kenyan-governor-mike-sonko-no-scam-will-cost,,,,,false,generous loans from kenyan governor mike sonko no this scam will cost you,misleading,['loan'],{'loan'}
16039,5594,17992,Kenya's last recession was recorded in 1992.,misleading,incorrect,false,Africa Check,2020-11-10T00:00:00,['macroeconomy'],1,7,https://africacheck.org/fact-checks/reports/kenyas-last-economic-recession-was-2002-not-1992-major-tv-station-claimed,,,,,incorrect,kenya s last recession was recorded in 1992,misleading,['macroeconomy'],{'macroeconomy'}
16120,2981,18072,"No, Kenya's president not offering loans – it's an imposter Facebook account",misleading,fake,false,Africa Check,2021-01-20T00:00:00,['loan'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenyas-president-not-offering-loans-its-imposter-facebook,,,,,fake,no kenya s president not offering loans it s an imposter facebook account,misleading,['loan'],{'loan'}
16122,4432,18074,Scam alert: Ignore imposter Rachel Ruto Facebook account offering loans,misleading,fake,false,Africa Check,2021-01-20T00:00:00,['loan'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-ignore-imposter-rachel-ruto-facebook-account,,,,,fake,scam alert ignore imposter rachel ruto facebook account offering loans,misleading,['loan'],{'loan'}
16204,5826,18152,"70% of the informal economy is ""in the hands of non-citizens"".",misleading,incorrect,false,Africa Check,2021-03-16T00:00:00,['macroeconomy'],1,11,https://africacheck.org/fact-checks/reports/south-african-mp-wrongly-claims-70-informal-economy-hands-non-citizens,,,,,incorrect,70 of the informal economy is in the hands of non citizens,misleading,['macroeconomy'],{'macroeconomy'}
16245,3096,18193,"No, Moeletsi Mbeki didn't say ruling ANC forgets 'only a minority pay taxes'",misleading,false,false,Africa Check,2021-02-26T00:00:00,['tax'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-moeletsi-mbeki-didnt-say-ruling-anc-forgets-only-minority,,,,,false,no moeletsi mbeki didn t say ruling anc forgets only a minority pay taxes,misleading,['tax'],{'tax'}
16367,379,18313,FACTSHEET: Unravelling Nigeria's debt to China,misleading,false,false,Africa Check,2021-04-08T00:00:00,['debt'],1,6,https://africacheck.org/fact-checks/factsheets/factsheet-unravelling-nigerias-debt-china,,,,,false,factsheet unravelling nigeria s debt to china,misleading,['debt'],{'debt'}
16371,5704,18317,"Kenya's ""stock of debt is currently standing at about 100% of GDP""",misleading,incorrect,false,Africa Check,2021-04-12T00:00:00,"['debt', 'macroeconomy']",2,12,https://africacheck.org/fact-checks/reports/no-kenyas-debt-not-100-gdp-economist-claimed,,,,,incorrect,kenya s stock of debt is currently standing at about 100 of gdp,misleading,"['debt', 'macroeconomy']","{'debt', 'macroeconomy'}"
16412,6184,18358,"No, South Africa's late Zulu king Zwelithini didn't get a R71.3 million salary",misleading,fake,false,Africa Check,2021-03-25T00:00:00,['employment'],1,13,https://africacheck.org/fact-checks/spotchecks/no-south-africas-late-zulu-king-zwelithini-didnt-get-r713-million-salary,,,,,fake,no south africa s late zulu king zwelithini didn t get a r71 3 million salary,misleading,['employment'],{'employment'}
16438,1103,18383,"Eleven-year-old hacker who stole $75bn from Swiss bank? No, photos of 14-year-old accused of murdering father",misleading,false,false,Africa Check,2021-06-14T00:00:00,['banking'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/eleven-year-old-hacker-who-stole-75bn-swiss-bank-no-photos,,,,,false,eleven year old hacker who stole 75bn from swiss bank no photos of 14 year old accused of murdering father,misleading,['banking'],{'banking'}
16510,1565,18455,"IMF to take Kenyatta-owned Brookside Dairy as collateral for loan to Kenya government? No, headline from satirical website",misleading,false,false,Africa Check,2021-05-17T00:00:00,['loan'],1,18,https://africacheck.org/fact-checks/meta-programme-fact-checks/imf-take-kenyatta-owned-brookside-dairy-collateral-loan,,,,,false,imf to take kenyatta owned brookside dairy as collateral for loan to kenya government no headline from satirical website,misleading,['loan'],{'loan'}
16596,6161,18538,"No, Nairobi does not generate over 50% of Kenya's GDP – president Kenyatta repeats wrong stat",misleading,fake,false,Africa Check,2021-07-14T00:00:00,['macroeconomy'],1,16,https://africacheck.org/fact-checks/spotchecks/no-nairobi-does-not-generate-over-50-kenyas-gdp-president-kenyatta-repeats,,,,,fake,no nairobi does not generate over 50 of kenya s gdp president kenyatta repeats wrong stat,misleading,['macroeconomy'],{'macroeconomy'}
16693,3035,18632,"No, letter from Kenya's tax agency to deputy president fake",misleading,fake,false,Africa Check,2021-09-07T00:00:00,['tax'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-letter-kenyas-tax-agency-deputy-president-fake,,,,,fake,no letter from kenya s tax agency to deputy president fake,misleading,['tax'],{'tax'}
16766,5214,18705,"Unemployment among black South Africans increased from 1.6 million in 1994 to 20.9 million in 2020, jumping by 15 million from 2019 because of the Covid pandemic.",misleading,incorrect,false,Africa Check,2021-08-10T00:00:00,['employment'],1,27,https://africacheck.org/fact-checks/reports/are-20-million-black-south-africans-unemployed-compared-16-million-1994-viral,,,,,incorrect,unemployment among black south africans increased from 1 6 million in 1994 to 20 9 million in 2020 jumping by 15 million from 2019 because of the covid pandemic,misleading,['employment'],{'employment'}
16776,5324,18715,"""Data from the World Bank says Kenya has the highest rate of youth joblessness in East Africa.""",misleading,incorrect,false,Africa Check,2021-11-10T00:00:00,"['employment', 'banking']",2,17,https://africacheck.org/fact-checks/reports/data-doesnt-back-media-claim-kenya-has-east-africas-highest-youth-unemployment,,,,,incorrect,data from the world bank says kenya has the highest rate of youth joblessness in east africa,misleading,"['employment', 'banking']","{'employment', 'banking'}"
16806,6167,18745,"No, Nigerian civil servant pensions not at risk, despite claims in much-shared screenshot",misleading,false,false,Africa Check,2021-11-08T00:00:00,['pension'],1,13,https://africacheck.org/fact-checks/spotchecks/no-nigerian-civil-servant-pensions-not-risk-despite-claims-much-shared,,,,,false,no nigerian civil servant pensions not at risk despite claims in much shared screenshot,misleading,['pension'],{'pension'}
16819,719,18757,Beware of scam – Nigeria's central bank not giving away 50 billion eNaira,misleading,false,false,Africa Check,2021-10-28T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-scam-nigerias-central-bank-not-giving-away-50-billion,,,,,false,beware of scam nigeria s central bank not giving away 50 billion enaira,misleading,['banking'],{'banking'}
16911,1,18848,10 key claims about Nigeria's economy that we fact-checked in 2021 – and why we did,misleading,false,false,Africa Check,2021-12-16T00:00:00,['macroeconomy'],1,16,https://africacheck.org/fact-checks/blog/10-key-claims-about-nigerias-economy-we-fact-checked-2021-and-why-we-did,,,,,false,10 key claims about nigeria s economy that we fact checked in 2021 and why we did,misleading,['macroeconomy'],{'macroeconomy'}
16928,4612,18865,"Suspects in Equity Bank robbery in Kisumu, Kenya, in 2021? No, still from CCTV footage of 2018 heist in Nigeria",misleading,false,false,Africa Check,2021-12-13T00:00:00,['banking'],1,20,https://africacheck.org/fact-checks/meta-programme-fact-checks/suspects-equity-bank-robbery-kisumu-kenya-2021-no-still-cctv,,,,,false,suspects in equity bank robbery in kisumu kenya in 2021 no still from cctv footage of 2018 heist in nigeria,misleading,['banking'],{'banking'}
17071,5475,19004,Agriculture contributes 27% to GDP…,misleading,incorrect,false,Africa Check,2022-01-28T00:00:00,['macroeconomy'],1,5,https://africacheck.org/fact-checks/reports/fact-checking-kenyan-politician-musalia-mudavadis-speech-his-partys-delegates,,,,,incorrect,agriculture contributes 27 to gdp,misleading,['macroeconomy'],{'macroeconomy'}
17081,4892,19014,"'This is what Paris looked like' during pension protest in January 2022? No, photo two years old",misleading,fake,false,Africa Check,2022-01-25T00:00:00,['pension'],1,17,https://africacheck.org/fact-checks/meta-programme-fact-checks/what-paris-looked-during-pension-protest-january-2022-no,,,,,fake,this is what paris looked like during pension protest in january 2022 no photo two years old,misleading,['pension'],{'pension'}
