row_id,article_id,claim_id,claim,binary_label_name,original_verdict,normalised_rating,organisation,date_published,financial_matches,finance_term_count,word_count,url,finance_relevant,label_valid,standalone_claim,audit_notes
14650,4428,16637,Scam alert! Ignore fake advert for 'graduate trainee jobs' at Kenya's tax agency,misleading,fake,false,Africa Check,2019-06-04T00:00:00,['tax'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-ignore-fake-advert-graduate-trainee-jobs-kenyas,,,,
14680,4444,16667,"Scam alert! Nairobi governor Sonko not 'giving' loans, motorbikes and school fees to Kenyans on Facebook",misleading,false,false,Africa Check,2019-09-10T00:00:00,['loan'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-nairobi-governor-sonko-not-giving-loans,,,,
14714,4628,16699,"Teenager beaten up by cops after bank teller mistook erection for pistol? No, story false",misleading,false,false,Africa Check,2019-08-29T00:00:00,['banking'],1,15,https://africacheck.org/fact-checks/meta-programme-fact-checks/teenager-beaten-cops-after-bank-teller-mistook-erection,,,,
14736,5632,16721,Nairobi accounts for 45% of Kenya's gross domestic product,misleading,incorrect,false,Africa Check,2019-08-20T00:00:00,['macroeconomy'],1,9,https://africacheck.org/fact-checks/reports/nairobi-produces-fifth-kenyas-gdp-not-45-guardian-claimed,,,,
14752,3728,16737,"No, South Africa's First National Bank didn't charge reversal fees for accidental deposits",genuine,correct,true,Africa Check,2019-08-08T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-south-africas-first-national-bank-didnt-charge-reversal,,,,
14785,1790,16768,"Kenyans warned of scam ads for jobs at World Bank, Lighting Africa",misleading,fake,false,Africa Check,2019-11-01T00:00:00,['banking'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/kenyans-warned-scam-ads-jobs-world-bank-lighting-africa,,,,
14917,5928,16896,"Yes, Ethiopia 'the fastest growing economy globally' - but it's all in the details",misleading,fake,false,Africa Check,2019-12-17T00:00:00,['macroeconomy'],1,14,https://africacheck.org/fact-checks/reports/yes-ethiopia-fastest-growing-economy-globally-its-all-details,,,,
14946,2829,16925,"No, Kenya Revenue Authority won't be taxing marriage dowries",misleading,false,false,Africa Check,2019-12-11T00:00:00,['company_finance'],1,9,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenya-revenue-authority-wont-be-taxing-marriage-dowries,,,,
14970,4461,16948,Scam alert! No KSh500 'application fee' for Kenyan Uwezo Fund loans,misleading,fake,false,Africa Check,2019-11-28T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-no-ksh500-application-fee-kenyan-uwezo-fund-loans,,,,
14988,1568,16966,'Impossible' for Nigerian president's aide to have US$4 trillion in secret bank account,misleading,false,false,Africa Check,2019-11-26T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/impossible-nigerian-presidents-aide-have-us4-trillion-secret,,,,
15024,5559,17002,ICT outstrips oil and gas in Nigeria's economy – but error in minister's comparison,misleading,fake,false,Africa Check,2019-11-06T00:00:00,['macroeconomy'],1,14,https://africacheck.org/fact-checks/reports/ict-outstrips-oil-and-gas-nigerias-economy-error-ministers-comparison,,,,
15026,4054,17004,"No, World Bank hasn't invited Biafra leader to sign new currency",misleading,false,false,Africa Check,2019-11-07T00:00:00,"['banking', 'currency']",2,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-world-bank-hasnt-invited-biafra-leader-sign-new-currency,,,,
15028,5525,17006,"Since 2015, he has been allocated on average 47% of the national development budget.",misleading,incorrect,false,Africa Check,2019-11-12T00:00:00,['budget'],1,14,https://africacheck.org/fact-checks/reports/has-super-minister-been-handed-nearly-half-kenyas-development-cash,,,,
15069,5949,17047,Youth unemployment in Nigeria is almost 70%.,misleading,incorrect,false,Africa Check,2020-02-05T00:00:00,['employment'],1,7,https://africacheck.org/fact-checks/reports/youth-unemployment-nigeria-almost-getting-70,,,,
15106,2220,17083,"No, ARV drugs not sent to 'another country' after Kenya slapped tax on them",misleading,fake,false,Africa Check,2020-01-24T00:00:00,['tax'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-arv-drugs-not-sent-another-country-after-kenya-slapped,,,,
15351,4055,17319,"No, World Bank hasn't praised Tanzania's Covid-19 response or warned other African countries against 'western' policies",misleading,false,false,Africa Check,2020-04-20T00:00:00,['banking'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-world-bank-hasnt-praised-tanzanias-covid-19-response-or,,,,
15372,5712,17339,"All the ordinary revenue collected by the Kenya Revenue Authority is used to repay the country's local and foreign loans, currently worth more than KSh6 trillion.",misleading,incorrect,false,Africa Check,2020-04-09T00:00:00,"['loan', 'company_finance']",2,26,https://africacheck.org/fact-checks/reports/no-not-all-kenyas-revenue-used-repay-countrys-ksh6-trillion-debt,,,,
15383,1578,17349,"Italians throwing away cash in coronavirus crisis? No, photos of old Venezuelan currency dumped by robbers",misleading,fake,false,Africa Check,2020-04-06T00:00:00,['currency'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/italians-throwing-away-cash-coronavirus-crisis-no-photos-old,,,,
15449,1648,17413,"Kenyan deputy president's bank account frozen? No, just another fake front page story",misleading,fake,false,Africa Check,2020-05-29T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/kenyan-deputy-presidents-bank-account-frozen-no-just-another,,,,
15451,3209,17415,"No, Nigerian president of African Development Bank hasn't stepped down amid US 'pressure'",misleading,false,false,Africa Check,2020-05-29T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerian-president-african-development-bank-hasnt-stepped,,,,
15461,5929,17425,Revenue has been under-performing for the last 10 years.,genuine,correct,true,Africa Check,2020-05-28T00:00:00,['company_finance'],1,9,https://africacheck.org/fact-checks/reports/yes-finance-minister-correct-kenya-missed-revenue-targets-over-past-10-years,,,,
15517,4557,17480,"South African minister doesn't know where taxes come from? No, screenshot from satirical site",misleading,false,false,Africa Check,2020-05-15T00:00:00,['tax'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/south-african-minister-doesnt-know-where-taxes-come-no,,,,
15519,3542,17482,No plan for Kenyan police to 'hunt down' mobile loan defaulters,misleading,false,false,Africa Check,2020-05-15T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-plan-kenyan-police-hunt-down-mobile-loan-defaulters,,,,
15552,5838,17515,"Out of every R1 paid in taxes, 58 cents goes towards paying the salaries of public servants",genuine,mostly correct,partially true,Africa Check,2020-07-14T00:00:00,"['tax', 'employment']",2,17,https://africacheck.org/fact-checks/reports/south-africas-post-coronavirus-budget-more-half-tax-revenue-goes-public-servant,,,,
15568,5859,17530,The standard for tax expenditures is about 2% of gross domestic product.,misleading,incorrect,false,Africa Check,2020-07-20T00:00:00,"['tax', 'macroeconomy']",2,12,https://africacheck.org/fact-checks/reports/tax-incentives-cost-kenya-6-gdp-theres-no-global-standard,,,,
15605,5567,17567,We are dealing with a situation where the amount set aside for repayment of the debt is much higher than all the money that Yatani is putting together for development expenditure.,genuine,correct,true,Africa Check,2020-07-08T00:00:00,['debt'],1,31,https://africacheck.org/fact-checks/reports/its-crisis-fact-checking-top-opposition-leaders-claims-about-kenyas-2020-budget,,,,
15609,1814,17571,Kenya's higher education loans' body has not stopped funding for engineering students,misleading,false,false,Africa Check,2020-07-01T00:00:00,['loan'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/kenyas-higher-education-loans-body-has-not-stopped-funding,,,,
15652,5814,17614,South Africa is losing R35 million every day in tax revenue because of the ban on cigarettes.,genuine,mostly correct,partially true,Africa Check,2020-06-17T00:00:00,"['tax', 'company_finance']",2,17,https://africacheck.org/fact-checks/reports/smoke-roughly-r35m-tobacco-tax-revenues-lost-daily-during-south-africas,,,,
15668,1886,17630,"Loans for 'broke Kenyans' from Nairobi governor? No, it's a scam",misleading,fake,false,Africa Check,2020-06-15T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/loans-broke-kenyans-nairobi-governor-no-its-scam,,,,
15672,4475,17634,Scam! Ignore fake Facebook pages offering Kenya Women Microfinance Bank loans – for a 'fee',misleading,false,false,Africa Check,2020-07-24T00:00:00,"['loan', 'banking']",2,15,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-ignore-fake-facebook-pages-offering-kenya-women,,,,
15690,4148,17652,"Only one DFCU Bank branch in Kampala, Uganda, shut due to Covid-19, since reopened",misleading,false,false,Africa Check,2020-09-09T00:00:00,['banking'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/only-one-dfcu-bank-branch-kampala-uganda-shut-due-covid-19,,,,
15712,1272,17674,Fraud alert! Another Facebook page charging a 'fee' for KWFT loans,misleading,false,false,Africa Check,2020-08-31T00:00:00,['loan'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/fraud-alert-another-facebook-page-charging-fee-kwft-loans,,,,
15732,3082,17693,No microfinance loans here – Facebook page just another scam,misleading,false,false,Africa Check,2020-08-25T00:00:00,['loan'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-microfinance-loans-here-facebook-page-just-another-scam,,,,
15764,5652,17724,99% of revenue is being committed to debt servicing alone.,misleading,incorrect,false,Africa Check,2020-08-12T00:00:00,"['debt', 'company_finance']",2,10,https://africacheck.org/fact-checks/reports/nigeria-officially-broke-why-prominent-economists-warning-needs-larger-view,,,,
15800,3365,17760,No online applications for Kenya's Uwezo Fund loans – and no 'fee' charged,misleading,false,false,Africa Check,2020-09-15T00:00:00,['loan'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-online-applications-kenyas-uwezo-fund-loans-and-no-fee,,,,
15803,5106,17763,"Yes, South Africa's president cut defence minister's salary for misuse of air force plane on Zimbabwe trip",genuine,correct,true,Africa Check,2020-09-29T00:00:00,['employment'],1,17,https://africacheck.org/fact-checks/meta-programme-fact-checks/yes-south-africas-president-cut-defence-ministers-salary,,,,
15881,2806,17840,No investigation into money laundering at Kenyan bank – viral letter fake,misleading,fake,false,Africa Check,2020-09-30T00:00:00,['banking'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-investigation-money-laundering-kenyan-bank-viral-letter,,,,
15888,3005,17847,"No, Kenya's Weekly Citizen didn't report money laundering at KCB bank",misleading,fake,false,Africa Check,2020-09-23T00:00:00,['banking'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenyas-weekly-citizen-didnt-report-money-laundering-kcb,,,,
15904,5593,17862,45% of revenue goes to the federal governments.,misleading,incorrect,false,Africa Check,2020-09-23T00:00:00,['company_finance'],1,8,https://africacheck.org/fact-checks/reports/kenyas-ex-prime-minister-odinga-mangles-his-numbers-government-revenue-share,,,,
15917,1299,17875,"Generous loans from Kenyan governor Mike Sonko? No, this scam will cost you",misleading,false,false,Africa Check,2020-09-11T00:00:00,['loan'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/generous-loans-kenyan-governor-mike-sonko-no-scam-will-cost,,,,
15966,5048,17921,"Yes, Nigerian government agrees to pay academic salaries outside integrated payroll system",misleading,false,false,Africa Check,2020-12-03T00:00:00,['employment'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/yes-nigerian-government-agrees-pay-academic-salaries-outside,,,,
16039,5594,17992,Kenya's last recession was recorded in 1992.,misleading,incorrect,false,Africa Check,2020-11-10T00:00:00,['macroeconomy'],1,7,https://africacheck.org/fact-checks/reports/kenyas-last-economic-recession-was-2002-not-1992-major-tv-station-claimed,,,,
16120,2981,18072,"No, Kenya's president not offering loans – it's an imposter Facebook account",misleading,fake,false,Africa Check,2021-01-20T00:00:00,['loan'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenyas-president-not-offering-loans-its-imposter-facebook,,,,
16122,4432,18074,Scam alert: Ignore imposter Rachel Ruto Facebook account offering loans,misleading,fake,false,Africa Check,2021-01-20T00:00:00,['loan'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-ignore-imposter-rachel-ruto-facebook-account,,,,
16204,5826,18152,"70% of the informal economy is ""in the hands of non-citizens"".",misleading,incorrect,false,Africa Check,2021-03-16T00:00:00,['macroeconomy'],1,11,https://africacheck.org/fact-checks/reports/south-african-mp-wrongly-claims-70-informal-economy-hands-non-citizens,,,,
16245,3096,18193,"No, Moeletsi Mbeki didn't say ruling ANC forgets 'only a minority pay taxes'",misleading,false,false,Africa Check,2021-02-26T00:00:00,['tax'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-moeletsi-mbeki-didnt-say-ruling-anc-forgets-only-minority,,,,
16367,379,18313,FACTSHEET: Unravelling Nigeria's debt to China,misleading,false,false,Africa Check,2021-04-08T00:00:00,['debt'],1,6,https://africacheck.org/fact-checks/factsheets/factsheet-unravelling-nigerias-debt-china,,,,
16371,5704,18317,"Kenya's ""stock of debt is currently standing at about 100% of GDP""",misleading,incorrect,false,Africa Check,2021-04-12T00:00:00,"['debt', 'macroeconomy']",2,12,https://africacheck.org/fact-checks/reports/no-kenyas-debt-not-100-gdp-economist-claimed,,,,
16412,6184,18358,"No, South Africa's late Zulu king Zwelithini didn't get a R71.3 million salary",misleading,fake,false,Africa Check,2021-03-25T00:00:00,['employment'],1,13,https://africacheck.org/fact-checks/spotchecks/no-south-africas-late-zulu-king-zwelithini-didnt-get-r713-million-salary,,,,
16424,4584,18370,South Africa's VIP protection budget up by R1.7bn? Radio presenter gets increase wrong,genuine,correct,true,Africa Check,2021-06-17T00:00:00,['budget'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/south-africas-vip-protection-budget-r17bn-radio-presenter,,,,
16438,1103,18383,"Eleven-year-old hacker who stole $75bn from Swiss bank? No, photos of 14-year-old accused of murdering father",misleading,false,false,Africa Check,2021-06-14T00:00:00,['banking'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/eleven-year-old-hacker-who-stole-75bn-swiss-bank-no-photos,,,,
16510,1565,18455,"IMF to take Kenyatta-owned Brookside Dairy as collateral for loan to Kenya government? No, headline from satirical website",misleading,false,false,Africa Check,2021-05-17T00:00:00,['loan'],1,18,https://africacheck.org/fact-checks/meta-programme-fact-checks/imf-take-kenyatta-owned-brookside-dairy-collateral-loan,,,,
16530,5876,18474,Nigeria's current status as Africa's largest economy was achieved under president Buhari.,misleading,incorrect,false,Africa Check,2021-05-06T00:00:00,['macroeconomy'],1,12,https://africacheck.org/fact-checks/reports/twitter-opts-ghana-office-nigerias-top-political-parties-cast-blame-did-they,,,,
16560,4181,18502,Photo of 2018 fuel tax protest in France – not demonstrators 'unleashing truth variant' against Covid measures,misleading,false,false,Africa Check,2021-07-28T00:00:00,['tax'],1,17,https://africacheck.org/fact-checks/meta-programme-fact-checks/photo-2018-fuel-tax-protest-france-not-demonstrators,,,,
16596,6161,18538,"No, Nairobi does not generate over 50% of Kenya's GDP – president Kenyatta repeats wrong stat",misleading,fake,false,Africa Check,2021-07-14T00:00:00,['macroeconomy'],1,16,https://africacheck.org/fact-checks/spotchecks/no-nairobi-does-not-generate-over-50-kenyas-gdp-president-kenyatta-repeats,,,,
16693,3035,18632,"No, letter from Kenya's tax agency to deputy president fake",misleading,fake,false,Africa Check,2021-09-07T00:00:00,['tax'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-letter-kenyas-tax-agency-deputy-president-fake,,,,
16702,5939,18641,"""Within the first two years , we increased internally generated revenue by close to N15 billion.""",genuine,mostly correct,partially true,Africa Check,2021-09-01T00:00:00,['company_finance'],1,16,https://africacheck.org/fact-checks/reports/yes-oyo-states-own-funds-grew-governor-claimed-heres-why-matters-nigeria,,,,
16766,5214,18705,"Unemployment among black South Africans increased from 1.6 million in 1994 to 20.9 million in 2020, jumping by 15 million from 2019 because of the Covid pandemic.",misleading,incorrect,false,Africa Check,2021-08-10T00:00:00,['employment'],1,27,https://africacheck.org/fact-checks/reports/are-20-million-black-south-africans-unemployed-compared-16-million-1994-viral,,,,
16776,5324,18715,"""Data from the World Bank says Kenya has the highest rate of youth joblessness in East Africa.""",misleading,incorrect,false,Africa Check,2021-11-10T00:00:00,"['employment', 'banking']",2,17,https://africacheck.org/fact-checks/reports/data-doesnt-back-media-claim-kenya-has-east-africas-highest-youth-unemployment,,,,
16806,6167,18745,"No, Nigerian civil servant pensions not at risk, despite claims in much-shared screenshot",misleading,false,false,Africa Check,2021-11-08T00:00:00,['pension'],1,13,https://africacheck.org/fact-checks/spotchecks/no-nigerian-civil-servant-pensions-not-risk-despite-claims-much-shared,,,,
16819,719,18757,Beware of scam – Nigeria's central bank not giving away 50 billion eNaira,misleading,false,false,Africa Check,2021-10-28T00:00:00,['banking'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-scam-nigerias-central-bank-not-giving-away-50-billion,,,,
16876,4656,18813,Total salary bill for Nigeria's identity commission up by 234% – not 300%,genuine,correct,true,Africa Check,2021-09-23T00:00:00,['employment'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/total-salary-bill-nigerias-identity-commission-234-not-300,,,,
16911,1,18848,10 key claims about Nigeria's economy that we fact-checked in 2021 – and why we did,misleading,false,false,Africa Check,2021-12-16T00:00:00,['macroeconomy'],1,16,https://africacheck.org/fact-checks/blog/10-key-claims-about-nigerias-economy-we-fact-checked-2021-and-why-we-did,,,,
16928,4612,18865,"Suspects in Equity Bank robbery in Kisumu, Kenya, in 2021? No, still from CCTV footage of 2018 heist in Nigeria",misleading,false,false,Africa Check,2021-12-13T00:00:00,['banking'],1,20,https://africacheck.org/fact-checks/meta-programme-fact-checks/suspects-equity-bank-robbery-kisumu-kenya-2021-no-still-cctv,,,,
17020,5666,18956,"""According to Kenya's auditor general, the country may lose Mombasa port if it defaults on loan repayment.""",genuine,correct,true,Africa Check,2022-02-24T00:00:00,['loan'],1,17,https://africacheck.org/fact-checks/reports/nigerian-online-publication-botches-kenyas-china-debt-numbers-right-about-port,,,,
17071,5475,19004,Agriculture contributes 27% to GDP…,misleading,incorrect,false,Africa Check,2022-01-28T00:00:00,['macroeconomy'],1,5,https://africacheck.org/fact-checks/reports/fact-checking-kenyan-politician-musalia-mudavadis-speech-his-partys-delegates,,,,
17078,5585,19011,"""Tax collections for the first half of the current financial year rose at the fastest pace since president Uhuru Kenyatta took power in 2013 …""",genuine,correct,true,Africa Check,2022-02-07T00:00:00,['tax'],1,25,https://africacheck.org/fact-checks/reports/kenyan-newspaper-right-tax-revenue-rose-fastest-under-president-kenyatta,,,,
17081,4892,19014,"'This is what Paris looked like' during pension protest in January 2022? No, photo two years old",misleading,fake,false,Africa Check,2022-01-25T00:00:00,['pension'],1,17,https://africacheck.org/fact-checks/meta-programme-fact-checks/what-paris-looked-during-pension-protest-january-2022-no,,,,
17089,5542,19021,"""The unemployment rate we now have is at its highest ever.""",genuine,correct,true,Africa Check,2022-01-27T00:00:00,['employment'],1,11,https://africacheck.org/fact-checks/reports/highest-ever-unemployment-rate-fact-checking-two-claims-ancs-110th-birthday,,,,
17110,6008,19041,"Chinese money accounts for 19% of Kenya's external debt, not 67% as Voice of America reported",misleading,false,false,Africa Check,2022-01-19T00:00:00,['debt'],1,16,https://africacheck.org/fact-checks/spotchecks/chinese-money-accounts-19-kenyas-external-debt-not-67-voice-america-reported,,,,
17115,643,19046,Beware of fake 'Higher Education Loan Board' page on Facebook,misleading,fake,false,Africa Check,2022-01-13T00:00:00,['loan'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-fake-higher-education-loan-board-page-facebook,,,,
17143,3625,19074,"No, Russia-Ukraine war hasn't led to UK recession, fuel deals with Nigeria",genuine,correct,true,Africa Check,2022-03-31T00:00:00,['macroeconomy'],1,12,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-russia-ukraine-war-hasnt-led-uk-recession-fuel-deals,,,,
17153,5751,19084,Nigeria's debt has increased by N4 trillion in the past six years.,misleading,incorrect,false,Africa Check,2022-04-14T00:00:00,['debt'],1,12,https://africacheck.org/fact-checks/reports/online-publication-ties-itself-knots-report-nigerias-debt-profile,,,,
17216,2313,19146,"No, CNN didn't report dismissal of Kamanga, Kenya's Nyeri county governorship candidate, from World Bank, UN – screenshot altered",misleading,fake,false,Africa Check,2022-03-14T00:00:00,['banking'],1,19,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-cnn-didnt-report-dismissal-kamanga-kenyas-nyeri-county,,,,
17222,5893,19152,"Before the creation of Nitda, the ICT sector was contributing less than 0.5% to the country's GDP.",misleading,incorrect,false,Africa Check,2022-03-02T00:00:00,['macroeconomy'],1,17,https://africacheck.org/fact-checks/reports/verifying-nigeria-ict-heads-claims-about-sectors-contribution-nigerias-economy,,,,
17262,3214,19191,"No, Nigerian president Buhari hasn't sacked central bank governor Emefiele",misleading,false,false,Africa Check,2022-05-27T00:00:00,['banking'],1,10,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerian-president-buhari-hasnt-sacked-central-bank,,,,
17328,2192,19256,"No, African Development Bank chief exec hasn't endorsed Nigerian presidential hopeful",misleading,fake,false,Africa Check,2022-04-29T00:00:00,['banking'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-african-development-bank-chief-exec-hasnt-endorsed,,,,
17431,5582,19358,"""Annual diaspora remittances represent more than 3% of the GDP.""",genuine,correct,true,Africa Check,2022-08-08T00:00:00,['macroeconomy'],1,10,https://africacheck.org/fact-checks/reports/kenyadecides2022-fact-checking-raila-odingas-manifesto-ahead-presidential,,,,
17432,5730,19359,South African public representatives do not earn higher salaries than those of countries with similar gross domestic products and populations.,misleading,incorrect,false,Africa Check,2022-08-15T00:00:00,['employment'],1,20,https://africacheck.org/fact-checks/reports/no-south-african-mps-are-generally-not-paid-less-their-international,,,,
17458,3266,19385,"No, Nigeria's federal inland revenue service not recruiting",misleading,false,false,Africa Check,2022-08-22T00:00:00,['company_finance'],1,8,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-federal-inland-revenue-service-not-recruiting,,,,
17465,5583,19392,"""Manufacturing contribution to GDP has fallen from 9.3% to 7.6% in five years .""",genuine,correct,true,Africa Check,2022-08-08T00:00:00,['macroeconomy'],1,14,https://africacheck.org/fact-checks/reports/kenyadecides2022-fact-checking-william-rutos-manifesto-ahead-presidential,,,,
17489,3634,19416,"No, Saturday Monitor front page reporting three-day Ugandan protest against inflation is fake",misleading,fake,false,Africa Check,2022-08-02T00:00:00,['inflation'],1,13,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-saturday-monitor-front-page-reporting-three-day-ugandan,,,,
17502,3015,19429,"No, KTN News didn't tweet that Kenyan electoral commission vice chair's bank account has been frozen – screenshot fake",misleading,false,false,Africa Check,2022-07-29T00:00:00,['banking'],1,19,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-ktn-news-didnt-tweet-kenyan-electoral-commission-vice,,,,
17629,5653,19555,"""The deficit-to-GDP ratio is now at 5%.""",genuine,mostly correct,partially true,Africa Check,2022-11-07T00:00:00,"['deficit', 'macroeconomy']",2,7,https://africacheck.org/fact-checks/reports/nigeria-presidential-candidate-misses-mark-claim-about-countrys-illegal-2023,,,,
17672,5757,19598,"Salaries for the 27,543 surplus Eskom employees amounts to R1.37 billion per year.",misleading,incorrect,false,Africa Check,2022-11-03T00:00:00,['employment'],1,13,https://africacheck.org/fact-checks/reports/overstaffing-and-billions-salaries-fact-checking-viral-claims-about-south,,,,
17747,5476,19672,"""Kenya has the largest economy in this region.""",genuine,mostly correct,partially true,Africa Check,2023-01-18T00:00:00,['macroeconomy'],1,8,https://africacheck.org/fact-checks/reports/fact-checking-kenyan-president-rutos-first-roundtable-journalists,,,,
17798,2270,19722,"No, businessperson Wambui not on Kenya Revenue Authority board of directors",misleading,false,false,Africa Check,2022-12-19T00:00:00,['company_finance'],1,11,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-businessperson-wambui-not-kenya-revenue-authority-board,,,,
17818,5747,19742,"""84% of our employment is in economy.""",genuine,mostly correct,partially true,Africa Check,2022-12-13T00:00:00,"['employment', 'macroeconomy']",2,7,https://africacheck.org/fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv,,,,
17849,3252,19773,": With elections just days away, and amid a crippling shortage of local currency, an alarmist message making the rounds on WhatsApp and social media claims that the banking system will be shut down. This is false, the central bank said.",misleading,false,false,Africa Check,2023-02-21T00:00:00,"['banking', 'currency']",2,41,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-central-bank-will-not-shut-down-banking-system,,,,
17871,2122,19795,"Nigeria's central bank to allow all old banknotes to circulate until May? No, press release fake",misleading,false,false,Africa Check,2023-02-24T00:00:00,['banking'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/nigerias-central-bank-allow-all-old-banknotes-circulate,,,,
17879,6057,19803,Examining popular website Legit.ng's claims about MTN Nigeria's 'historic' N2 trillion revenue,misleading,false,false,Africa Check,2023-02-20T00:00:00,['company_finance'],1,12,https://africacheck.org/fact-checks/spotchecks/examining-popular-website-legitngs-claims-about-mtn-nigerias-historic-n2,,,,
17894,3246,19818,"No, Nigeria's central bank governor didn't say shortage of redesigned naira banknotes was due to lack of printing paper",misleading,false,false,Africa Check,2023-02-17T00:00:00,['banking'],1,19,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-central-bank-governor-didnt-say-shortage,,,,
17913,2027,19837,Nigerian governing party APC's Bola Tinubu denies blaming his own government for fuel and currency shortages,misleading,fake,false,Africa Check,2023-02-10T00:00:00,['currency'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/nigerian-governing-party-apcs-bola-tinubu-denies-blaming-his,,,,
17964,2232,19885,"No, banking exec didn't say his bank gave Nigeria's president-elect Tinubu millions of new naira notes",misleading,fake,false,Africa Check,2023-03-07T00:00:00,['banking'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-banking-exec-didnt-say-his-bank-gave-nigerias-president,,,,
18074,5866,19993,"""The amount of revenue collected by the Kenya Revenue Authority is more than the amount of revenue collected by Uganda, Tanzania, Rwanda and Burundi combined.""",genuine,correct,true,Africa Check,2023-03-01T00:00:00,['company_finance'],1,25,https://africacheck.org/fact-checks/reports/third-kenyas-budget-stolen-we-checked-former-senators-claim-about-much,,,,
18100,707,20019,Beware of scam - Facebook account 'Hon Williams' offering loans not run by Kenyan president,misleading,fake,false,Africa Check,2023-05-29T00:00:00,['loan'],1,15,https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-scam-facebook-account-hon-williams-offering-loans-not,,,,
18104,3273,20023,"No, Nigeria's food regulator has not banned instant noodles imports over fears they may cause cancer",misleading,fake,false,Africa Check,2023-05-30T00:00:00,['trade'],1,16,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-food-regulator-has-not-banned-instant-noodles,,,,
18137,947,20055,"Did Kenya's prime cabinet secretary criticise own government over controversial house tax? No, video is from 2019",misleading,fake,false,Africa Check,2023-05-18T00:00:00,['tax'],1,17,https://africacheck.org/fact-checks/meta-programme-fact-checks/did-kenyas-prime-cabinet-secretary-criticise-own-government,,,,
18152,5778,20068,"""Illegal foreigners are draining our tax base while contributing absolutely nothing.""",misleading,incorrect,false,Africa Check,2023-05-04T00:00:00,['tax'],1,11,https://africacheck.org/fact-checks/reports/putting-old-claims-bed-no-evidence-undocumented-immigrants-contribute-massively,,,,
18155,3247,20071,"No, Nigeria's central bank has no plans to phase out recently released naira notes",misleading,false,false,Africa Check,2023-05-05T00:00:00,['banking'],1,14,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-central-bank-has-no-plans-phase-out-recently,,,,
