pair_id,split,dataset,repetition,seed
train_pair_0123,train,liar2_finance,3,33
train_pair_0023,train,liar2_finance,3,33
train_pair_0081,train,liar2_finance,3,33
train_pair_0738,train,liar2_finance,3,33
train_pair_0746,train,liar2_finance,3,33
train_pair_0430,train,liar2_finance,3,33
train_pair_0625,train,liar2_finance,3,33
train_pair_0528,train,liar2_finance,3,33
train_pair_0210,train,liar2_finance,3,33
train_pair_0310,train,liar2_finance,3,33
train_pair_0174,train,liar2_finance,3,33
validation_pair_0090,train,liar2_finance,3,33
train_pair_0365,train,liar2_finance,3,33
train_pair_0386,train,liar2_finance,3,33
train_pair_0766,train,liar2_finance,3,33
train_pair_0125,train,liar2_finance,3,33
train_pair_0697,train,liar2_finance,3,33
test_pair_0031,train,liar2_finance,3,33
train_pair_0607,train,liar2_finance,3,33
train_pair_0035,train,liar2_finance,3,33
train_pair_0630,train,liar2_finance,3,33
train_pair_0795,train,liar2_finance,3,33
train_pair_0129,train,liar2_finance,3,33
train_pair_0361,train,liar2_finance,3,33
validation_pair_0053,train,liar2_finance,3,33
train_pair_0191,train,liar2_finance,3,33
validation_pair_0079,train,liar2_finance,3,33
train_pair_0418,train,liar2_finance,3,33
train_pair_0040,train,liar2_finance,3,33
train_pair_0052,train,liar2_finance,3,33
train_pair_0222,train,liar2_finance,3,33
train_pair_0624,train,liar2_finance,3,33
train_pair_0803,train,liar2_finance,3,33
train_pair_0506,train,liar2_finance,3,33
train_pair_0231,train,liar2_finance,3,33
train_pair_0620,train,liar2_finance,3,33
train_pair_0763,train,liar2_finance,3,33
test_pair_0073,train,liar2_finance,3,33
train_pair_0809,train,liar2_finance,3,33
validation_pair_0026,train,liar2_finance,3,33
train_pair_0714,train,liar2_finance,3,33
test_pair_0033,train,liar2_finance,3,33
train_pair_0396,train,liar2_finance,3,33
test_pair_0028,train,liar2_finance,3,33
validation_pair_0030,train,liar2_finance,3,33
train_pair_0657,train,liar2_finance,3,33
validation_pair_0110,train,liar2_finance,3,33
train_pair_0055,train,liar2_finance,3,33
train_pair_0619,train,liar2_finance,3,33
test_pair_0089,train,liar2_finance,3,33
test_pair_0038,train,liar2_finance,3,33
train_pair_0348,train,liar2_finance,3,33
train_pair_0320,train,liar2_finance,3,33
train_pair_0635,train,liar2_finance,3,33
train_pair_0580,train,liar2_finance,3,33
train_pair_0141,train,liar2_finance,3,33
train_pair_0363,train,liar2_finance,3,33
test_pair_0061,train,liar2_finance,3,33
train_pair_0266,train,liar2_finance,3,33
train_pair_0086,train,liar2_finance,3,33
train_pair_0281,train,liar2_finance,3,33
train_pair_0274,train,liar2_finance,3,33
train_pair_0268,train,liar2_finance,3,33
train_pair_0169,train,liar2_finance,3,33
train_pair_0434,train,liar2_finance,3,33
validation_pair_0024,train,liar2_finance,3,33
test_pair_0001,train,liar2_finance,3,33
train_pair_0326,train,liar2_finance,3,33
train_pair_0599,train,liar2_finance,3,33
train_pair_0572,train,liar2_finance,3,33
train_pair_0816,train,liar2_finance,3,33
train_pair_0107,train,liar2_finance,3,33
train_pair_0736,train,liar2_finance,3,33
train_pair_0103,train,liar2_finance,3,33
train_pair_0534,train,liar2_finance,3,33
train_pair_0647,train,liar2_finance,3,33
train_pair_0333,train,liar2_finance,3,33
train_pair_0148,train,liar2_finance,3,33
train_pair_0062,train,liar2_finance,3,33
train_pair_0568,train,liar2_finance,3,33
train_pair_0549,train,liar2_finance,3,33
train_pair_0712,train,liar2_finance,3,33
train_pair_0392,train,liar2_finance,3,33
train_pair_0140,train,liar2_finance,3,33
train_pair_0615,train,liar2_finance,3,33
train_pair_0546,train,liar2_finance,3,33
train_pair_0161,train,liar2_finance,3,33
train_pair_0164,train,liar2_finance,3,33
train_pair_0064,train,liar2_finance,3,33
train_pair_0472,train,liar2_finance,3,33
train_pair_0613,train,liar2_finance,3,33
test_pair_0029,train,liar2_finance,3,33
train_pair_0578,train,liar2_finance,3,33
train_pair_0262,train,liar2_finance,3,33
train_pair_0017,train,liar2_finance,3,33
train_pair_0640,train,liar2_finance,3,33
train_pair_0612,train,liar2_finance,3,33
test_pair_0018,train,liar2_finance,3,33
train_pair_0202,train,liar2_finance,3,33
train_pair_0342,train,liar2_finance,3,33
train_pair_0531,train,liar2_finance,3,33
train_pair_0278,train,liar2_finance,3,33
train_pair_0300,train,liar2_finance,3,33
validation_pair_0021,train,liar2_finance,3,33
train_pair_0013,train,liar2_finance,3,33
train_pair_0130,train,liar2_finance,3,33
train_pair_0296,train,liar2_finance,3,33
test_pair_0088,train,liar2_finance,3,33
validation_pair_0048,train,liar2_finance,3,33
test_pair_0015,train,liar2_finance,3,33
train_pair_0500,train,liar2_finance,3,33
train_pair_0782,train,liar2_finance,3,33
train_pair_0229,train,liar2_finance,3,33
train_pair_0177,train,liar2_finance,3,33
train_pair_0440,train,liar2_finance,3,33
train_pair_0305,train,liar2_finance,3,33
train_pair_0240,train,liar2_finance,3,33
train_pair_0539,train,liar2_finance,3,33
train_pair_0299,train,liar2_finance,3,33
train_pair_0548,train,liar2_finance,3,33
train_pair_0783,train,liar2_finance,3,33
validation_pair_0091,train,liar2_finance,3,33
validation_pair_0071,train,liar2_finance,3,33
train_pair_0186,train,liar2_finance,3,33
train_pair_0389,train,liar2_finance,3,33
train_pair_0408,train,liar2_finance,3,33
train_pair_0646,train,liar2_finance,3,33
train_pair_0439,train,liar2_finance,3,33
train_pair_0351,train,liar2_finance,3,33
train_pair_0399,train,liar2_finance,3,33
train_pair_0467,train,liar2_finance,3,33
train_pair_0170,train,liar2_finance,3,33
validation_pair_0050,train,liar2_finance,3,33
test_pair_0040,train,liar2_finance,3,33
train_pair_0588,train,liar2_finance,3,33
train_pair_0543,train,liar2_finance,3,33
train_pair_0241,train,liar2_finance,3,33
validation_pair_0052,train,liar2_finance,3,33
train_pair_0593,train,liar2_finance,3,33
train_pair_0429,train,liar2_finance,3,33
train_pair_0082,train,liar2_finance,3,33
train_pair_0426,train,liar2_finance,3,33
train_pair_0216,train,liar2_finance,3,33
train_pair_0215,train,liar2_finance,3,33
train_pair_0313,train,liar2_finance,3,33
train_pair_0405,train,liar2_finance,3,33
train_pair_0378,train,liar2_finance,3,33
train_pair_0056,train,liar2_finance,3,33
train_pair_0209,train,liar2_finance,3,33
train_pair_0790,train,liar2_finance,3,33
test_pair_0003,train,liar2_finance,3,33
train_pair_0193,train,liar2_finance,3,33
train_pair_0445,train,liar2_finance,3,33
train_pair_0582,train,liar2_finance,3,33
validation_pair_0097,train,liar2_finance,3,33
train_pair_0280,train,liar2_finance,3,33
train_pair_0689,train,liar2_finance,3,33
validation_pair_0060,train,liar2_finance,3,33
train_pair_0400,train,liar2_finance,3,33
train_pair_0788,train,liar2_finance,3,33
train_pair_0332,train,liar2_finance,3,33
train_pair_0099,train,liar2_finance,3,33
train_pair_0341,train,liar2_finance,3,33
train_pair_0382,train,liar2_finance,3,33
validation_pair_0087,train,liar2_finance,3,33
validation_pair_0076,train,liar2_finance,3,33
train_pair_0478,train,liar2_finance,3,33
train_pair_0420,train,liar2_finance,3,33
train_pair_0728,train,liar2_finance,3,33
test_pair_0025,train,liar2_finance,3,33
test_pair_0012,train,liar2_finance,3,33
train_pair_0484,train,liar2_finance,3,33
train_pair_0376,train,liar2_finance,3,33
validation_pair_0109,train,liar2_finance,3,33
test_pair_0071,train,liar2_finance,3,33
train_pair_0201,train,liar2_finance,3,33
train_pair_0622,train,liar2_finance,3,33
train_pair_0012,train,liar2_finance,3,33
train_pair_0723,train,liar2_finance,3,33
test_pair_0052,train,liar2_finance,3,33
train_pair_0109,train,liar2_finance,3,33
validation_pair_0094,train,liar2_finance,3,33
train_pair_0256,train,liar2_finance,3,33
train_pair_0654,train,liar2_finance,3,33
train_pair_0163,train,liar2_finance,3,33
test_pair_0042,train,liar2_finance,3,33
train_pair_0520,train,liar2_finance,3,33
train_pair_0428,train,liar2_finance,3,33
validation_pair_0059,train,liar2_finance,3,33
train_pair_0601,train,liar2_finance,3,33
train_pair_0030,train,liar2_finance,3,33
train_pair_0251,train,liar2_finance,3,33
train_pair_0629,validation,liar2_finance,3,33
train_pair_0769,validation,liar2_finance,3,33
train_pair_0551,validation,liar2_finance,3,33
train_pair_0794,validation,liar2_finance,3,33
train_pair_0789,validation,liar2_finance,3,33
validation_pair_0009,validation,liar2_finance,3,33
train_pair_0441,validation,liar2_finance,3,33
train_pair_0691,validation,liar2_finance,3,33
test_pair_0059,validation,liar2_finance,3,33
test_pair_0067,validation,liar2_finance,3,33
train_pair_0792,validation,liar2_finance,3,33
train_pair_0490,validation,liar2_finance,3,33
train_pair_0778,validation,liar2_finance,3,33
train_pair_0316,validation,liar2_finance,3,33
train_pair_0317,validation,liar2_finance,3,33
validation_pair_0043,validation,liar2_finance,3,33
train_pair_0675,validation,liar2_finance,3,33
validation_pair_0002,validation,liar2_finance,3,33
train_pair_0267,validation,liar2_finance,3,33
validation_pair_0016,validation,liar2_finance,3,33
train_pair_0447,validation,liar2_finance,3,33
train_pair_0501,validation,liar2_finance,3,33
train_pair_0660,validation,liar2_finance,3,33
train_pair_0131,validation,liar2_finance,3,33
train_pair_0474,validation,liar2_finance,3,33
train_pair_0011,validation,liar2_finance,3,33
train_pair_0072,validation,liar2_finance,3,33
train_pair_0293,validation,liar2_finance,3,33
train_pair_0791,validation,liar2_finance,3,33
train_pair_0586,validation,liar2_finance,3,33
validation_pair_0003,validation,liar2_finance,3,33
train_pair_0398,validation,liar2_finance,3,33
train_pair_0606,validation,liar2_finance,3,33
test_pair_0013,validation,liar2_finance,3,33
train_pair_0374,validation,liar2_finance,3,33
train_pair_0116,validation,liar2_finance,3,33
train_pair_0690,validation,liar2_finance,3,33
validation_pair_0099,validation,liar2_finance,3,33
train_pair_0331,validation,liar2_finance,3,33
test_pair_0004,validation,liar2_finance,3,33
train_pair_0034,validation,liar2_finance,3,33
train_pair_0213,validation,liar2_finance,3,33
train_pair_0047,validation,liar2_finance,3,33
train_pair_0338,validation,liar2_finance,3,33
train_pair_0437,validation,liar2_finance,3,33
train_pair_0143,validation,liar2_finance,3,33
train_pair_0449,validation,liar2_finance,3,33
train_pair_0793,validation,liar2_finance,3,33
train_pair_0025,validation,liar2_finance,3,33
train_pair_0538,validation,liar2_finance,3,33
train_pair_0015,validation,liar2_finance,3,33
train_pair_0257,validation,liar2_finance,3,33
train_pair_0265,validation,liar2_finance,3,33
train_pair_0585,validation,liar2_finance,3,33
train_pair_0101,validation,liar2_finance,3,33
train_pair_0608,validation,liar2_finance,3,33
test_pair_0062,validation,liar2_finance,3,33
train_pair_0239,validation,liar2_finance,3,33
train_pair_0463,validation,liar2_finance,3,33
train_pair_0636,validation,liar2_finance,3,33
train_pair_0532,validation,liar2_finance,3,33
train_pair_0336,validation,liar2_finance,3,33
validation_pair_0063,validation,liar2_finance,3,33
test_pair_0009,validation,liar2_finance,3,33
train_pair_0715,validation,liar2_finance,3,33
train_pair_0721,validation,liar2_finance,3,33
train_pair_0291,validation,liar2_finance,3,33
train_pair_0559,validation,liar2_finance,3,33
train_pair_0009,validation,liar2_finance,3,33
train_pair_0535,validation,liar2_finance,3,33
validation_pair_0101,validation,liar2_finance,3,33
train_pair_0756,validation,liar2_finance,3,33
train_pair_0632,validation,liar2_finance,3,33
train_pair_0105,validation,liar2_finance,3,33
train_pair_0487,validation,liar2_finance,3,33
validation_pair_0074,validation,liar2_finance,3,33
train_pair_0684,validation,liar2_finance,3,33
test_pair_0077,validation,liar2_finance,3,33
train_pair_0391,validation,liar2_finance,3,33
train_pair_0753,validation,liar2_finance,3,33
train_pair_0469,validation,liar2_finance,3,33
train_pair_0122,validation,liar2_finance,3,33
train_pair_0742,validation,liar2_finance,3,33
train_pair_0417,validation,liar2_finance,3,33
train_pair_0579,validation,liar2_finance,3,33
train_pair_0154,validation,liar2_finance,3,33
train_pair_0743,validation,liar2_finance,3,33
train_pair_0212,validation,liar2_finance,3,33
train_pair_0491,validation,liar2_finance,3,33
train_pair_0701,validation,liar2_finance,3,33
train_pair_0807,validation,liar2_finance,3,33
train_pair_0150,validation,liar2_finance,3,33
test_pair_0063,validation,liar2_finance,3,33
test_pair_0022,validation,liar2_finance,3,33
train_pair_0178,validation,liar2_finance,3,33
train_pair_0431,validation,liar2_finance,3,33
train_pair_0448,validation,liar2_finance,3,33
test_pair_0023,validation,liar2_finance,3,33
train_pair_0602,validation,liar2_finance,3,33
train_pair_0759,validation,liar2_finance,3,33
train_pair_0686,validation,liar2_finance,3,33
validation_pair_0092,validation,liar2_finance,3,33
train_pair_0573,test,liar2_finance,3,33
train_pair_0306,test,liar2_finance,3,33
train_pair_0393,test,liar2_finance,3,33
train_pair_0725,test,liar2_finance,3,33
train_pair_0372,test,liar2_finance,3,33
train_pair_0071,test,liar2_finance,3,33
validation_pair_0107,test,liar2_finance,3,33
train_pair_0732,test,liar2_finance,3,33
test_pair_0011,test,liar2_finance,3,33
test_pair_0070,test,liar2_finance,3,33
train_pair_0292,test,liar2_finance,3,33
train_pair_0196,test,liar2_finance,3,33
train_pair_0672,test,liar2_finance,3,33
validation_pair_0072,test,liar2_finance,3,33
validation_pair_0067,test,liar2_finance,3,33
train_pair_0207,test,liar2_finance,3,33
train_pair_0188,test,liar2_finance,3,33
train_pair_0001,test,liar2_finance,3,33
test_pair_0093,test,liar2_finance,3,33
test_pair_0069,test,liar2_finance,3,33
validation_pair_0089,test,liar2_finance,3,33
train_pair_0092,test,liar2_finance,3,33
train_pair_0106,test,liar2_finance,3,33
train_pair_0489,test,liar2_finance,3,33
train_pair_0223,test,liar2_finance,3,33
train_pair_0813,test,liar2_finance,3,33
train_pair_0569,test,liar2_finance,3,33
test_pair_0076,test,liar2_finance,3,33
train_pair_0060,test,liar2_finance,3,33
validation_pair_0069,test,liar2_finance,3,33
validation_pair_0017,test,liar2_finance,3,33
train_pair_0228,test,liar2_finance,3,33
train_pair_0344,test,liar2_finance,3,33
train_pair_0185,test,liar2_finance,3,33
test_pair_0007,test,liar2_finance,3,33
validation_pair_0020,test,liar2_finance,3,33
validation_pair_0027,test,liar2_finance,3,33
train_pair_0676,test,liar2_finance,3,33
train_pair_0194,test,liar2_finance,3,33
train_pair_0673,test,liar2_finance,3,33
train_pair_0802,test,liar2_finance,3,33
train_pair_0303,test,liar2_finance,3,33
train_pair_0277,test,liar2_finance,3,33
train_pair_0741,test,liar2_finance,3,33
train_pair_0042,test,liar2_finance,3,33
train_pair_0027,test,liar2_finance,3,33
train_pair_0718,test,liar2_finance,3,33
train_pair_0521,test,liar2_finance,3,33
train_pair_0561,test,liar2_finance,3,33
test_pair_0066,test,liar2_finance,3,33
train_pair_0214,test,liar2_finance,3,33
validation_pair_0062,test,liar2_finance,3,33
train_pair_0318,test,liar2_finance,3,33
test_pair_0034,test,liar2_finance,3,33
train_pair_0470,test,liar2_finance,3,33
train_pair_0197,test,liar2_finance,3,33
train_pair_0211,test,liar2_finance,3,33
train_pair_0530,test,liar2_finance,3,33
train_pair_0765,test,liar2_finance,3,33
train_pair_0603,test,liar2_finance,3,33
train_pair_0456,test,liar2_finance,3,33
test_pair_0021,test,liar2_finance,3,33
train_pair_0053,test,liar2_finance,3,33
train_pair_0627,test,liar2_finance,3,33
train_pair_0556,test,liar2_finance,3,33
train_pair_0481,test,liar2_finance,3,33
train_pair_0289,test,liar2_finance,3,33
train_pair_0799,test,liar2_finance,3,33
train_pair_0165,test,liar2_finance,3,33
train_pair_0375,test,liar2_finance,3,33
train_pair_0066,test,liar2_finance,3,33
train_pair_0775,test,liar2_finance,3,33
train_pair_0771,test,liar2_finance,3,33
train_pair_0230,test,liar2_finance,3,33
train_pair_0113,test,liar2_finance,3,33
train_pair_0779,test,liar2_finance,3,33
train_pair_0094,test,liar2_finance,3,33
train_pair_0555,test,liar2_finance,3,33
test_pair_0017,test,liar2_finance,3,33
train_pair_0483,test,liar2_finance,3,33
train_pair_0488,test,liar2_finance,3,33
train_pair_0733,test,liar2_finance,3,33
train_pair_0762,test,liar2_finance,3,33
train_pair_0403,test,liar2_finance,3,33
train_pair_0049,test,liar2_finance,3,33
train_pair_0477,test,liar2_finance,3,33
validation_pair_0057,test,liar2_finance,3,33
train_pair_0655,test,liar2_finance,3,33
train_pair_0720,test,liar2_finance,3,33
validation_pair_0010,test,liar2_finance,3,33
train_pair_0026,test,liar2_finance,3,33
test_pair_0068,test,liar2_finance,3,33
train_pair_0314,test,liar2_finance,3,33
validation_pair_0085,test,liar2_finance,3,33
validation_pair_0005,test,liar2_finance,3,33
train_pair_0745,test,liar2_finance,3,33
train_pair_0138,test,liar2_finance,3,33
train_pair_0323,test,liar2_finance,3,33
train_pair_0350,test,liar2_finance,3,33
train_pair_0347,test,liar2_finance,3,33
train_pair_0596,test,liar2_finance,3,33
test_pair_0090,test,liar2_finance,3,33
train_pair_0734,train,liar2_finance,4,44
test_pair_0061,train,liar2_finance,4,44
train_pair_0584,train,liar2_finance,4,44
train_pair_0693,train,liar2_finance,4,44
train_pair_0306,train,liar2_finance,4,44
validation_pair_0019,train,liar2_finance,4,44
train_pair_0013,train,liar2_finance,4,44
train_pair_0641,train,liar2_finance,4,44
train_pair_0274,train,liar2_finance,4,44
test_pair_0026,train,liar2_finance,4,44
train_pair_0246,train,liar2_finance,4,44
train_pair_0318,train,liar2_finance,4,44
validation_pair_0084,train,liar2_finance,4,44
train_pair_0331,train,liar2_finance,4,44
test_pair_0014,train,liar2_finance,4,44
train_pair_0472,train,liar2_finance,4,44
train_pair_0422,train,liar2_finance,4,44
train_pair_0659,train,liar2_finance,4,44
train_pair_0769,train,liar2_finance,4,44
train_pair_0511,train,liar2_finance,4,44
train_pair_0683,train,liar2_finance,4,44
validation_pair_0066,train,liar2_finance,4,44
train_pair_0413,train,liar2_finance,4,44
train_pair_0502,train,liar2_finance,4,44
train_pair_0194,train,liar2_finance,4,44
validation_pair_0071,train,liar2_finance,4,44
train_pair_0760,train,liar2_finance,4,44
train_pair_0046,train,liar2_finance,4,44
train_pair_0528,train,liar2_finance,4,44
train_pair_0534,train,liar2_finance,4,44
train_pair_0387,train,liar2_finance,4,44
train_pair_0313,train,liar2_finance,4,44
train_pair_0436,train,liar2_finance,4,44
test_pair_0066,train,liar2_finance,4,44
train_pair_0329,train,liar2_finance,4,44
train_pair_0142,train,liar2_finance,4,44
train_pair_0786,train,liar2_finance,4,44
train_pair_0594,train,liar2_finance,4,44
train_pair_0085,train,liar2_finance,4,44
train_pair_0131,train,liar2_finance,4,44
validation_pair_0037,train,liar2_finance,4,44
train_pair_0037,train,liar2_finance,4,44
validation_pair_0072,train,liar2_finance,4,44
train_pair_0215,train,liar2_finance,4,44
train_pair_0320,train,liar2_finance,4,44
validation_pair_0068,train,liar2_finance,4,44
train_pair_0563,train,liar2_finance,4,44
validation_pair_0094,train,liar2_finance,4,44
train_pair_0136,train,liar2_finance,4,44
train_pair_0353,train,liar2_finance,4,44
train_pair_0603,train,liar2_finance,4,44
train_pair_0716,train,liar2_finance,4,44
train_pair_0293,train,liar2_finance,4,44
validation_pair_0009,train,liar2_finance,4,44
train_pair_0337,train,liar2_finance,4,44
train_pair_0697,train,liar2_finance,4,44
validation_pair_0025,train,liar2_finance,4,44
train_pair_0478,train,liar2_finance,4,44
train_pair_0583,train,liar2_finance,4,44
train_pair_0522,train,liar2_finance,4,44
train_pair_0389,train,liar2_finance,4,44
train_pair_0530,train,liar2_finance,4,44
train_pair_0240,train,liar2_finance,4,44
train_pair_0073,train,liar2_finance,4,44
train_pair_0740,train,liar2_finance,4,44
train_pair_0076,train,liar2_finance,4,44
train_pair_0098,train,liar2_finance,4,44
train_pair_0717,train,liar2_finance,4,44
train_pair_0727,train,liar2_finance,4,44
train_pair_0747,train,liar2_finance,4,44
test_pair_0006,train,liar2_finance,4,44
train_pair_0030,train,liar2_finance,4,44
train_pair_0643,train,liar2_finance,4,44
train_pair_0212,train,liar2_finance,4,44
train_pair_0140,train,liar2_finance,4,44
train_pair_0412,train,liar2_finance,4,44
train_pair_0618,train,liar2_finance,4,44
train_pair_0144,train,liar2_finance,4,44
train_pair_0459,train,liar2_finance,4,44
train_pair_0466,train,liar2_finance,4,44
test_pair_0003,train,liar2_finance,4,44
train_pair_0043,train,liar2_finance,4,44
train_pair_0493,train,liar2_finance,4,44
train_pair_0346,train,liar2_finance,4,44
validation_pair_0074,train,liar2_finance,4,44
test_pair_0093,train,liar2_finance,4,44
train_pair_0334,train,liar2_finance,4,44
train_pair_0025,train,liar2_finance,4,44
test_pair_0057,train,liar2_finance,4,44
train_pair_0638,train,liar2_finance,4,44
train_pair_0680,train,liar2_finance,4,44
train_pair_0219,train,liar2_finance,4,44
validation_pair_0090,train,liar2_finance,4,44
train_pair_0372,train,liar2_finance,4,44
train_pair_0265,train,liar2_finance,4,44
validation_pair_0105,train,liar2_finance,4,44
test_pair_0049,train,liar2_finance,4,44
validation_pair_0059,train,liar2_finance,4,44
train_pair_0297,train,liar2_finance,4,44
validation_pair_0048,train,liar2_finance,4,44
train_pair_0324,train,liar2_finance,4,44
train_pair_0709,train,liar2_finance,4,44
train_pair_0435,train,liar2_finance,4,44
train_pair_0178,train,liar2_finance,4,44
train_pair_0669,train,liar2_finance,4,44
train_pair_0665,train,liar2_finance,4,44
train_pair_0183,train,liar2_finance,4,44
validation_pair_0104,train,liar2_finance,4,44
train_pair_0482,train,liar2_finance,4,44
validation_pair_0086,train,liar2_finance,4,44
train_pair_0799,train,liar2_finance,4,44
train_pair_0573,train,liar2_finance,4,44
train_pair_0565,train,liar2_finance,4,44
train_pair_0369,train,liar2_finance,4,44
train_pair_0589,train,liar2_finance,4,44
train_pair_0416,train,liar2_finance,4,44
train_pair_0167,train,liar2_finance,4,44
train_pair_0351,train,liar2_finance,4,44
train_pair_0793,train,liar2_finance,4,44
train_pair_0227,train,liar2_finance,4,44
train_pair_0537,train,liar2_finance,4,44
train_pair_0343,train,liar2_finance,4,44
train_pair_0519,train,liar2_finance,4,44
train_pair_0040,train,liar2_finance,4,44
train_pair_0615,train,liar2_finance,4,44
validation_pair_0095,train,liar2_finance,4,44
train_pair_0352,train,liar2_finance,4,44
train_pair_0092,train,liar2_finance,4,44
validation_pair_0108,train,liar2_finance,4,44
train_pair_0001,train,liar2_finance,4,44
test_pair_0086,train,liar2_finance,4,44
train_pair_0069,train,liar2_finance,4,44
train_pair_0636,train,liar2_finance,4,44
train_pair_0456,train,liar2_finance,4,44
train_pair_0280,train,liar2_finance,4,44
train_pair_0230,train,liar2_finance,4,44
train_pair_0016,train,liar2_finance,4,44
train_pair_0650,train,liar2_finance,4,44
train_pair_0762,train,liar2_finance,4,44
train_pair_0479,train,liar2_finance,4,44
test_pair_0016,train,liar2_finance,4,44
train_pair_0764,train,liar2_finance,4,44
train_pair_0720,train,liar2_finance,4,44
train_pair_0815,train,liar2_finance,4,44
train_pair_0042,train,liar2_finance,4,44
train_pair_0333,train,liar2_finance,4,44
train_pair_0224,train,liar2_finance,4,44
train_pair_0554,train,liar2_finance,4,44
validation_pair_0069,train,liar2_finance,4,44
train_pair_0647,train,liar2_finance,4,44
train_pair_0806,train,liar2_finance,4,44
train_pair_0335,train,liar2_finance,4,44
train_pair_0266,train,liar2_finance,4,44
train_pair_0315,train,liar2_finance,4,44
train_pair_0796,train,liar2_finance,4,44
train_pair_0338,train,liar2_finance,4,44
train_pair_0210,train,liar2_finance,4,44
validation_pair_0036,train,liar2_finance,4,44
train_pair_0298,train,liar2_finance,4,44
train_pair_0816,train,liar2_finance,4,44
train_pair_0355,train,liar2_finance,4,44
train_pair_0309,train,liar2_finance,4,44
train_pair_0009,train,liar2_finance,4,44
test_pair_0064,train,liar2_finance,4,44
train_pair_0576,train,liar2_finance,4,44
train_pair_0286,train,liar2_finance,4,44
train_pair_0572,train,liar2_finance,4,44
train_pair_0409,train,liar2_finance,4,44
train_pair_0023,train,liar2_finance,4,44
train_pair_0257,train,liar2_finance,4,44
validation_pair_0083,train,liar2_finance,4,44
train_pair_0765,train,liar2_finance,4,44
train_pair_0714,train,liar2_finance,4,44
train_pair_0296,train,liar2_finance,4,44
train_pair_0243,train,liar2_finance,4,44
train_pair_0041,train,liar2_finance,4,44
test_pair_0044,train,liar2_finance,4,44
train_pair_0399,train,liar2_finance,4,44
validation_pair_0078,train,liar2_finance,4,44
train_pair_0214,train,liar2_finance,4,44
train_pair_0562,train,liar2_finance,4,44
train_pair_0706,train,liar2_finance,4,44
train_pair_0379,train,liar2_finance,4,44
train_pair_0561,train,liar2_finance,4,44
train_pair_0198,train,liar2_finance,4,44
test_pair_0045,train,liar2_finance,4,44
train_pair_0569,train,liar2_finance,4,44
train_pair_0559,train,liar2_finance,4,44
test_pair_0024,train,liar2_finance,4,44
train_pair_0795,train,liar2_finance,4,44
validation_pair_0046,train,liar2_finance,4,44
train_pair_0759,train,liar2_finance,4,44
train_pair_0752,train,liar2_finance,4,44
train_pair_0553,train,liar2_finance,4,44
train_pair_0660,train,liar2_finance,4,44
train_pair_0455,train,liar2_finance,4,44
test_pair_0037,train,liar2_finance,4,44
train_pair_0376,train,liar2_finance,4,44
train_pair_0442,train,liar2_finance,4,44
train_pair_0235,train,liar2_finance,4,44
train_pair_0582,train,liar2_finance,4,44
train_pair_0654,train,liar2_finance,4,44
train_pair_0464,train,liar2_finance,4,44
train_pair_0317,train,liar2_finance,4,44
train_pair_0462,train,liar2_finance,4,44
train_pair_0566,train,liar2_finance,4,44
validation_pair_0023,train,liar2_finance,4,44
train_pair_0403,train,liar2_finance,4,44
train_pair_0022,train,liar2_finance,4,44
train_pair_0785,train,liar2_finance,4,44
train_pair_0354,train,liar2_finance,4,44
train_pair_0375,train,liar2_finance,4,44
train_pair_0535,train,liar2_finance,4,44
validation_pair_0013,train,liar2_finance,4,44
train_pair_0234,train,liar2_finance,4,44
train_pair_0527,train,liar2_finance,4,44
train_pair_0175,train,liar2_finance,4,44
train_pair_0447,train,liar2_finance,4,44
train_pair_0377,train,liar2_finance,4,44
train_pair_0345,train,liar2_finance,4,44
train_pair_0005,train,liar2_finance,4,44
train_pair_0794,train,liar2_finance,4,44
train_pair_0161,train,liar2_finance,4,44
validation_pair_0015,train,liar2_finance,4,44
train_pair_0418,train,liar2_finance,4,44
train_pair_0123,train,liar2_finance,4,44
train_pair_0421,train,liar2_finance,4,44
validation_pair_0065,train,liar2_finance,4,44
train_pair_0470,train,liar2_finance,4,44
train_pair_0207,train,liar2_finance,4,44
train_pair_0642,train,liar2_finance,4,44
train_pair_0441,train,liar2_finance,4,44
test_pair_0032,train,liar2_finance,4,44
train_pair_0802,train,liar2_finance,4,44
test_pair_0005,train,liar2_finance,4,44
train_pair_0156,train,liar2_finance,4,44
train_pair_0179,train,liar2_finance,4,44
train_pair_0492,train,liar2_finance,4,44
train_pair_0385,train,liar2_finance,4,44
validation_pair_0050,train,liar2_finance,4,44
validation_pair_0007,train,liar2_finance,4,44
test_pair_0071,train,liar2_finance,4,44
train_pair_0476,train,liar2_finance,4,44
validation_pair_0011,train,liar2_finance,4,44
test_pair_0012,train,liar2_finance,4,44
train_pair_0663,train,liar2_finance,4,44
train_pair_0186,train,liar2_finance,4,44
train_pair_0149,train,liar2_finance,4,44
train_pair_0011,train,liar2_finance,4,44
train_pair_0781,train,liar2_finance,4,44
train_pair_0268,train,liar2_finance,4,44
train_pair_0503,train,liar2_finance,4,44
train_pair_0249,train,liar2_finance,4,44
train_pair_0359,train,liar2_finance,4,44
train_pair_0518,train,liar2_finance,4,44
train_pair_0471,train,liar2_finance,4,44
validation_pair_0101,train,liar2_finance,4,44
train_pair_0450,train,liar2_finance,4,44
train_pair_0529,train,liar2_finance,4,44
train_pair_0745,train,liar2_finance,4,44
train_pair_0712,train,liar2_finance,4,44
