id,statement,binary_label,binary_label_name,label,label_name,split,original_split,matched_pair_id,broad_topic,subject,speaker,date,word_count,statement_normalised,matched_financial_subjects,matched_high_confidence_terms,matched_supporting_terms,financial_match_source
622,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.",1,genuine,4,mostly_true,train,train,train_pair_0581,taxation,taxes,michelle obama,"August 25, 2008",13,while in the illinois senate barack obama passed tax cuts for hard working families,taxes,,tax,subject_and_supporting_text
6522,"Says Paul Ryan's budget plan ""ends Medicare.",0,misleading,0,pants_on_fire,train,train,train_pair_0286,public_finance,federal budget;health care;medicare;message machine 2012,rob zerban,"October 4, 2012",7,says paul ryan s budget plan ends medicare,federal budget,,budget,subject_and_supporting_text
12909,"In the last decade, 73% of new jobs (in Wisconsin) have come from Madison.",0,misleading,1,false,train,train,train_pair_0167,labour_and_income,jobs,mark pocan,"December 8, 2016",14,in the last decade 73 of new jobs in wisconsin have come from madison,jobs,,job,subject_and_supporting_text
5880,"The health care law is ""the largest tax [increase] in the history of our country",0,misleading,1,false,train,train,train_pair_0633,taxation,health care;taxes,phil gingrey,"June 28, 2012",15,the health care law is the largest tax increase in the history of our country,taxes,,tax,subject_and_supporting_text
14665,Yesterday afternoon the Republicans in the General Assembly used the nuclear option to pass North Carolina's over $20 billion budget.,0,misleading,1,false,train,train,train_pair_0429,public_finance,state budget,sydney batch,"May 23, 2018",20,yesterday afternoon the republicans in the general assembly used the nuclear option to pass north carolina s over 20 billion budget,state budget,,budget,subject_and_supporting_text
7314,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey's best teachers, and the most education funding ever.",1,genuine,4,mostly_true,train,train,train_pair_0812,taxation,jobs;state budget;taxes,chris christie,"May 1, 2013",38,four balanced budgets in a row with no new taxes for anyone the best job growth in 12 years nearly 130 000 new private sector jobs merit pay to reward new jersey s best teachers and the most education funding ever,jobs;state budget;taxes,,budget;job;tax,subject_and_supporting_text
13380,"The federal tax code includes ""deductions for birds flying across America.",1,genuine,5,true,train,train,train_pair_0554,taxation,environment;animals;taxes,donald trump,"May 11, 2017",11,the federal tax code includes deductions for birds flying across america,taxes,,tax,subject_and_supporting_text
20570,No economist out there is projecting that (the Build Back Better bill) will have a negative impact on inflation.,0,misleading,1,false,train,train,train_pair_0418,public_finance,economy;federal budget,jen psaki,"November 15, 2021",19,no economist out there is projecting that the build back better bill will have a negative impact on inflation,economy;federal budget,inflation,,high_confidence_and_subject
14089,"Under Trump's new tax plan … 99.8% of Americans"" get ""not one nickel"" in tax cuts.",0,misleading,0,pants_on_fire,train,train,train_pair_0660,taxation,wealth;taxes,kelda helen roys,"December 1, 2017",16,under trump s new tax plan 99 8 of americans get not one nickel in tax cuts,taxes;wealth,,tax,subject_and_supporting_text
7626,"The ""most realistic estimates"" for jobs created by Keystone XL are ""maybe 2,000 jobs during the construction of the pipeline.",0,misleading,1,false,train,train,train_pair_0226,labour_and_income,environment;climate change;energy;jobs,barack obama,"July 27, 2013",20,the most realistic estimates for jobs created by keystone xl are maybe 2 000 jobs during the construction of the pipeline,jobs,,job,subject_and_supporting_text
4392,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,0,misleading,1,false,train,train,train_pair_0244,labour_and_income,china;jobs;message machine 2012,edd houck,"September 29, 2011",23,bryce reeves chaired a group bankrolled by a new york billionaire who fired hundreds of virginia workers and sent their jobs to china,jobs,,job,subject_and_supporting_text
4747,"Nevada has been recently ranked No. 1 in ""unemployment, foreclosures, violent crime, personal bankruptcy and divorce.",1,genuine,5,true,train,train,train_pair_0184,labour_and_income,gambling,florida chamber of commerce,"December 8, 2011",16,nevada has been recently ranked no 1 in unemployment foreclosures violent crime personal bankruptcy and divorce,,bankruptcy,unemployment,high_confidence_text
2489,Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,0,misleading,0,pants_on_fire,train,train,train_pair_0684,taxation,elections;taxes,chain email,"October 7, 2010",18,says texas voters are being asked to act this november on a proposed constitutional amendment affecting property taxes,taxes,property_tax,tax,high_confidence_and_subject
9096,"Says Rick Scott's per-pupil education spending is ""about $200 less"" than what it was under Charlie Crist during the recession.",1,genuine,4,mostly_true,train,train,train_pair_0429,public_finance,education;state budget,charlie crist,"July 16, 2014",20,says rick scott s per pupil education spending is about 200 less than what it was under charlie crist during the recession,state budget,recession,spending,high_confidence_and_subject
3009,"Israel's per capita income ""is greater than probably three-fourths of the rest of the world.",1,genuine,5,true,train,train,train_pair_0172,labour_and_income,economy;israel;foreign policy,rand paul,"February 4, 2011",15,israel s per capita income is greater than probably three fourths of the rest of the world,economy,,income,subject_and_supporting_text
6376,We haven't passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.,1,genuine,5,true,train,train,train_pair_0444,public_finance,congress;federal budget,bob corker,"September 22, 2012",24,we haven t passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year,federal budget,,budget,subject_and_supporting_text
2468,"I've also offered a plan that can help (fix Social Security) that's supported by Robert Reich, secretary of labor previously, in a previous administration.",0,misleading,1,false,train,train,train_pair_0247,labour_and_income,social security,charlie crist,"October 6, 2010",24,i ve also offered a plan that can help fix social security that s supported by robert reich secretary of labor previously in a previous administration,social security,social_security,,high_confidence_and_subject
11895,"Says Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.",0,misleading,0,pants_on_fire,train,train,train_pair_0097,macroeconomy,candidate biography;economy;history;foreign policy;trade,donald trump,"June 22, 2016",20,says hillary clinton has even deleted this record of total support for the trans pacific partnership trade agreement from her book,economy;trade,,trade,subject_and_supporting_text
7436,"We (Georgia) collect fewer state taxes per capita than any other state … although state taxes are low, Georgia is the eighth-most-dependent state on the federal government.",1,genuine,4,mostly_true,train,train,train_pair_0784,taxation,taxes,jason carter,"May 27, 2013",27,we georgia collect fewer state taxes per capita than any other state although state taxes are low georgia is the eighth most dependent state on the federal government,taxes,,tax,subject_and_supporting_text
2628,Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.,0,misleading,1,false,train,train,train_pair_0746,taxation,this week - abc news;taxes,mike pence,"November 7, 2010",23,anybody who is familiar with the historical data from the irs knows that raising income tax rates will likely actually reduce federal revenues,taxes,income_tax,income;revenue;tax,high_confidence_and_subject
13544,"Since he and Scott Walker took office in 2011, ""60,000 new jobs have been created in this state -- 40,000 of them were created in Madison and the Madison area.",0,misleading,1,false,train,train,train_pair_0273,labour_and_income,jobs;labor,paul soglin,"June 18, 2017",30,since he and scott walker took office in 2011 60 000 new jobs have been created in this state 40 000 of them were created in madison and the madison area,jobs;labor,,job,subject_and_supporting_text
695,"Obama's tax plan cuts taxes ""for 95 percent of all working families.",1,genuine,5,true,train,train,train_pair_0556,taxation,taxes,barack obama,"September 17, 2008",12,obama s tax plan cuts taxes for 95 percent of all working families,taxes,,tax,subject_and_supporting_text
13111,"Says he presented ""a balanced budget.",0,misleading,0,pants_on_fire,train,train,train_pair_0283,public_finance,state budget,bruce rauner,"February 15, 2017",6,says he presented a balanced budget,state budget,,budget,subject_and_supporting_text
10069,The stock market has almost tripled since April of 2009.,1,genuine,4,mostly_true,train,train,train_pair_0071,macroeconomy,economy;financial regulation,jim webb,"March 15, 2015",10,the stock market has almost tripled since april of 2009,economy;financial regulation,stock_market,market;stock,high_confidence_and_subject
5192,"Says pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.",0,misleading,1,false,train,train,train_pair_0488,public_finance,retirement;state budget,gary chiusano,"February 26, 2012",34,says pension contributions under gov chris christie would represent 75 percent of the total contribution made between the years 1995 and 2010 that s right in 15 years total state contribution was only 2 1 billion,state budget,pension,,high_confidence_and_subject
5482,"Says Wisconsin Gov. Scott Walker's budget ""calls for raising property taxes by nearly $500 billion.",0,misleading,0,pants_on_fire,train,train,train_pair_0632,taxation,state budget;taxes,pat quinn,"April 17, 2012",15,says wisconsin gov scott walker s budget calls for raising property taxes by nearly 500 billion,state budget;taxes,property_tax,budget;tax,high_confidence_and_subject
15037,We're making (Medicare) stronger. We're making Social Security stronger.,0,misleading,1,false,train,train,train_pair_0033,social_welfare,medicare;social security,donald trump,"September 5, 2018",9,we re making medicare stronger we re making social security stronger,social security,social_security,,high_confidence_and_subject
624,"While in the Illinois Senate, Barack Obama passed legislation moving people ""from welfare to jobs.",1,genuine,4,mostly_true,train,train,train_pair_0170,labour_and_income,poverty;workers,michelle obama,"August 25, 2008",15,while in the illinois senate barack obama passed legislation moving people from welfare to jobs,workers,,job,subject_and_supporting_text
6711,National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … (or) cutting jobs as a result of the added cost.,0,misleading,1,false,train,train,train_pair_0278,labour_and_income,economy;health care;jobs;workers,pam bondi,"November 28, 2012",39,national studies are already showing the negative effects that the health care law is having on businesses and our economy businesses across the country are raising their prices or cutting jobs as a result of the added cost,economy;jobs;workers,,economy;job,subject_and_supporting_text
18188,"The Trump administration ""added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",0,misleading,1,false,train,train,train_pair_0220,labour_and_income,jobs;pennsylvania,mike pence,"July 29, 2020",19,the trump administration added over 209 000 jobs including 16 000 new manufacturing jobs to pennsylvania over the last three years,jobs,,job,subject_and_supporting_text
3589,"In the first year of the Obama administration, more jobs were created in the private sector than in the eight years of the Bush administration.",0,misleading,1,false,train,train,train_pair_0254,labour_and_income,economy;history,nancy pelosi,"May 16, 2011",25,in the first year of the obama administration more jobs were created in the private sector than in the eight years of the bush administration,economy,,job,subject_and_supporting_text
1427,Debt has almost doubled in Austin under Gov. Perry.,1,genuine,5,true,train,train,train_pair_0297,public_finance,economy,bill white,"March 4, 2010",9,debt has almost doubled in austin under gov perry,economy,,debt,subject_and_supporting_text
1659,"Texas has, now, the highest share of minimum-wage workers in the nation.",1,genuine,5,true,train,train,train_pair_0136,labour_and_income,workers,linda chavez-thompson,"May 4, 2010",12,texas has now the highest share of minimum wage workers in the nation,workers,,wage,subject_and_supporting_text
2669,"The cap-and-trade bill before Congress ""prevents you from selling your home without the permission of the EPA administrator.",0,misleading,0,pants_on_fire,train,train,train_pair_0093,macroeconomy,cap and trade;climate change;economy;energy,chain email,"October 7, 2010",18,the cap and trade bill before congress prevents you from selling your home without the permission of the epa administrator,economy,,trade,subject_and_supporting_text
3088,"Under changes being debated, state employees in Wisconsin ""who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.",0,misleading,1,false,train,train,train_pair_0450,public_finance,labor;pundits;state budget,ed schultz,"February 15, 2011",25,under changes being debated state employees in wisconsin who earn 30 000 40 000 50 000 a year might have 20 percent of their income just disappear overnight,labor;state budget,,income,subject_and_supporting_text
10772,"The unemployment rate may be as high as ""42 percent.",0,misleading,0,pants_on_fire,train,train,train_pair_0123,labour_and_income,corrections and updates;economy;jobs,donald trump,"September 28, 2015",10,the unemployment rate may be as high as 42 percent,economy;jobs,unemployment_rate,unemployment,high_confidence_and_subject
1700,"Says Gov. Rick Perry is ""spending Texans' hard-earned money to live like Louie XIV.",0,misleading,0,pants_on_fire,train,train,train_pair_0356,public_finance,candidate biography;ethics;state budget,boyd richie,"May 20, 2010",14,says gov rick perry is spending texans hard earned money to live like louie xiv,state budget,,spending,subject_and_supporting_text
8775,Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.,0,misleading,0,pants_on_fire,train,train,train_pair_0596,taxation,city budget;negative campaigning;taxes,gina raimondo,"April 28, 2014",13,residential property taxes in providence are up nearly 27 percent under mayor taveras,taxes,property_tax,tax,high_confidence_and_subject
4743,"I balanced the budget for four straight years, paid off $405 billion in debt.",0,misleading,1,false,train,train,train_pair_0361,public_finance,deficit;federal budget;history,newt gingrich,"December 15, 2011",14,i balanced the budget for four straight years paid off 405 billion in debt,deficit;federal budget,,budget;debt,subject_and_supporting_text
6159,"In the past 27 months, President Barack Obama has created more private-sector jobs than ""in the Reagan recovery.",0,misleading,1,false,train,train,train_pair_0209,labour_and_income,economy;history;jobs,stephanie cutter,"August 22, 2012",18,in the past 27 months president barack obama has created more private sector jobs than in the reagan recovery,economy;jobs,,job,subject_and_supporting_text
18156,"Says ""Pelosi blackmails Congress! She demands mail-in voting or no 2nd stimulus for you and your family.",0,misleading,1,false,train,train,train_pair_0402,public_finance,congress;facebook fact-checks,facebook posts,"August 4, 2020",17,says pelosi blackmails congress she demands mail in voting or no 2nd stimulus for you and your family,,stimulus,,high_confidence_text
2058,There's still about $400 billion or $500 billion of the stimulus plan that has not been spent. Why don't we stop it.,0,misleading,1,false,train,train,train_pair_0734,taxation,federal budget;stimulus;taxes,john boehner,"August 8, 2010",22,there s still about 400 billion or 500 billion of the stimulus plan that has not been spent why don t we stop it,federal budget;stimulus;taxes,stimulus,,high_confidence_and_subject
2002,Today almost half our debt is owned by foreigners.,1,genuine,5,true,train,train,train_pair_0300,public_finance,federal budget;history;foreign policy,jeb hensarling,"July 8, 2010",9,today almost half our debt is owned by foreigners,federal budget,,debt,subject_and_supporting_text
577,"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.",0,misleading,1,false,train,train,train_pair_0582,taxation,taxes,chain email,"July 23, 2008",13,barack obama wants to restore the estate tax that george w bush repealed,taxes,,tax,subject_and_supporting_text
11403,"Foreign aid ""is less than 1 percent of our federal budget.",1,genuine,5,true,train,train,train_pair_0322,public_finance,corrections and updates;federal budget;foreign policy,marco rubio,"March 11, 2016",11,foreign aid is less than 1 percent of our federal budget,federal budget,federal_budget,budget,high_confidence_and_subject
2991,"Says that over the last decade, the state's population grew three times faster than the Texas state tax system.",1,genuine,4,mostly_true,train,train,train_pair_0693,taxation,state budget;taxes,mike villarreal,"January 7, 2011",19,says that over the last decade the state s population grew three times faster than the texas state tax system,state budget;taxes,,tax,subject_and_supporting_text
19713,Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022,1,genuine,4,mostly_true,train,train,train_pair_0678,taxation,legal issues;taxes;marijuana,tony evers,"April 14, 2021",17,regulating and taxing marijuana much like we do alcohol would generate more than 165m in revenue starting in 2022,taxes,,revenue;tax,subject_and_supporting_text
19363,"Republicans are ""trying to create a fake unemployment insurance crisis.",0,misleading,1,false,train,train,train_pair_0126,labour_and_income,economy;jobs;coronavirus,gordon hintz,"February 23, 2021",10,republicans are trying to create a fake unemployment insurance crisis,economy;jobs,,unemployment,subject_and_supporting_text
15042,"Your family"" will pay $2,500 ""after Kara Eastman eliminates your tax cut.",0,misleading,1,false,train,train,train_pair_0577,taxation,taxes,congressional leadership fund,"September 4, 2018",12,your family will pay 2 500 after kara eastman eliminates your tax cut,taxes,,tax,subject_and_supporting_text
3595,"On taxes, President Barack Obama wants to raise ""the top rate to 44.8 percent.",1,genuine,4,mostly_true,train,train,train_pair_0609,taxation,taxes,paul ryan,"May 16, 2011",14,on taxes president barack obama wants to raise the top rate to 44 8 percent,taxes,,tax,subject_and_supporting_text
4994,"A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.",0,misleading,1,false,train,train,train_pair_0748,taxation,taxes,david englin,"January 20, 2012",23,a cashier earning 20 000 per year pays the same virginia income tax rate as a hedge fund manager earning 20 million per year,taxes,income_tax,income;tax,high_confidence_and_subject
20355,"In case you forgot. Two years ago today, we were experiencing the greatest economy in the history of the world.",0,misleading,1,false,train,train,train_pair_0232,labour_and_income,economy;jobs;facebook fact-checks,facebook posts,"October 5, 2021",20,in case you forgot two years ago today we were experiencing the greatest economy in the history of the world,economy;jobs,,economy,subject_and_supporting_text
13101,"Says HB2 has hurt North Carolina's economy by ""one-tenth of 1 percent of our annual GDP.",1,genuine,5,true,train,train,train_pair_0191,labour_and_income,economy;jobs;lgbtq;states,dan forest,"March 6, 2017",16,says hb2 has hurt north carolina s economy by one tenth of 1 percent of our annual gdp,economy;jobs,gdp,economy,high_confidence_and_subject
4666,"For ""the average middle-class family, your taxes today are lower than when I took office.",1,genuine,5,true,train,train,train_pair_0626,taxation,taxes,barack obama,"November 30, 2011",15,for the average middle class family your taxes today are lower than when i took office,taxes,,tax,subject_and_supporting_text
6390,"Says 7,000 millionaires ""gamed the system to pay no income taxes.",0,misleading,1,false,train,train,train_pair_0546,taxation,federal budget;income;taxes,tammy baldwin,"September 22, 2012",11,says 7 000 millionaires gamed the system to pay no income taxes,federal budget;income;taxes,income_tax,income;tax,high_confidence_and_subject
338,"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.",0,misleading,0,pants_on_fire,train,train,train_pair_0757,taxation,taxes,republican national committee,"February 11, 2008",24,rnc version of a hillary clinton valentine roses are red violets are blue i ll raise your taxes and there is nothing you can do,taxes,,tax,subject_and_supporting_text
7220,"Says Texas ranks 49th nationally in ""what we are doing to support our per-pupil investment in education in the state.",1,genuine,4,mostly_true,train,train,train_pair_0423,public_finance,education;state budget;states,wendy davis,"April 9, 2013",20,says texas ranks 49th nationally in what we are doing to support our per pupil investment in education in the state,state budget,,investment,subject_and_supporting_text
11998,"Says middle-class New York State residents will have the ""lowest tax rate in 70 years.",1,genuine,4,mostly_true,train,train,train_pair_0631,taxation,taxes,andrew cuomo,"June 22, 2016",15,says middle class new york state residents will have the lowest tax rate in 70 years,taxes,,tax,subject_and_supporting_text
4495,1.53 million jobs are at risk (from potential defense cuts).,1,genuine,4,mostly_true,train,train,train_pair_0306,public_finance,deficit;jobs;message machine 2012;military,randy forbes,"October 12, 2011",10,1 53 million jobs are at risk from potential defense cuts,deficit;jobs,,job,subject_and_supporting_text
4463,"During my tenure as governor, Wisconsin's overall tax burden went DOWN.",1,genuine,4,mostly_true,train,train,train_pair_0542,taxation,state budget;taxes,tommy thompson,"October 4, 2011",11,during my tenure as governor wisconsin s overall tax burden went down,state budget;taxes,,tax,subject_and_supporting_text
19994,"Post says a recent bill passed, and ""We get another stimulus check for $2500 at July 30, 2021",0,misleading,0,pants_on_fire,train,train,train_pair_0411,public_finance,facebook fact-checks,facebook posts,"July 15, 2021",18,post says a recent bill passed and we get another stimulus check for 2500 at july 30 2021,,stimulus,,high_confidence_text
4605,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,1,genuine,5,true,train,train,train_pair_0372,public_finance,federal budget;health care,sheldon whitehouse,"September 21, 2011",15,the american healthcare system burns 18 percent of our national gdp nobody else is close,federal budget,gdp,,high_confidence_and_subject
2401,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",1,genuine,4,mostly_true,train,train,train_pair_0658,taxation,state budget;taxes,marco rubio,"October 6, 2010",17,the years that i was speaker the florida house consistently offered leaner budgets than the governor offered,state budget;taxes,,budget,subject_and_supporting_text
11219,We've cut taxes 50 times and look what has happened to our revenues. They've grown.,1,genuine,4,mostly_true,train,train,train_pair_0630,taxation,state budget;taxes,rick scott,"January 20, 2016",15,we ve cut taxes 50 times and look what has happened to our revenues they ve grown,state budget;taxes,,revenue;tax,subject_and_supporting_text
10227,"The projected revenue from the Mayweather/Pacquiao fight is ""larger than the annual GDP of 29 different countries.",0,misleading,0,pants_on_fire,train,train,train_pair_0092,macroeconomy,economy;sports;punditfact,jim lampley,"May 2, 2015",17,the projected revenue from the mayweather pacquiao fight is larger than the annual gdp of 29 different countries,economy,gdp,revenue,high_confidence_and_subject
21536,A BP oil executive named Brice Cromwell blamed the Biden administration for high gas prices.,0,misleading,0,pants_on_fire,train,train,train_pair_0086,macroeconomy,gas prices;facebook fact-checks,facebook posts,"June 3, 2022",15,a bp oil executive named brice cromwell blamed the biden administration for high gas prices,gas prices,,gas_price,subject_and_supporting_text
15213,"Nate McMurray lobbied to send our jobs to China. (And Korea, too.)",0,misleading,1,false,train,train,train_pair_0147,labour_and_income,trade,chris collins,"October 10, 2018",12,nate mcmurray lobbied to send our jobs to china and korea too,trade,,job,subject_and_supporting_text
4952,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.",1,genuine,4,mostly_true,train,train,train_pair_0240,labour_and_income,corrections and updates;economy;jobs,barack obama,"January 24, 2012",22,in the last 22 months businesses have created more than 3 million jobs last year they created the most jobs since 2005,economy;jobs,,job,subject_and_supporting_text
3055,"Four state Assembly Democrats ""scored a death blow to northeast Wisconsin's economy"" by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.",0,misleading,0,pants_on_fire,train,train,train_pair_0258,labour_and_income,environment;jobs,scott suder,"January 28, 2011",26,four state assembly democrats scored a death blow to northeast wisconsin s economy by killing hundreds of jobs at a potential bass pro shops near green bay,jobs,,economy;job,subject_and_supporting_text
4042,"There was a ""loss of eight million jobs during the Bush eight years.",0,misleading,0,pants_on_fire,train,train,train_pair_0151,labour_and_income,economy;history;jobs,harry reid,"August 2, 2011",13,there was a loss of eight million jobs during the bush eight years,economy;jobs,,job,subject_and_supporting_text
5765,"In 2011, NJ economy ranked 47th--at the bottom with Alabama, Mississippi & Wyoming. Under Christie, NJ is falling behind.",1,genuine,4,mostly_true,train,train,train_pair_0094,macroeconomy,economy,lou greenwald,"June 6, 2012",19,in 2011 nj economy ranked 47th at the bottom with alabama mississippi wyoming under christie nj is falling behind,economy,,economy,subject_and_supporting_text
21898,"The IRS is hiring 87,000 new agents to police people who will owe more federal tax after having their student loans forgiven.",0,misleading,1,false,train,train,train_pair_0744,taxation,education;facebook fact-checks,facebook posts,"August 29, 2022",22,the irs is hiring 87 000 new agents to police people who will owe more federal tax after having their student loans forgiven,,,loan;tax,multiple_text_signals
11752,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",0,misleading,1,false,train,train,train_pair_0773,taxation,taxes,daniel grace,"May 17, 2016",25,a three cents per ounce soda tax in philadelphia would result in the loss of 2 000 family sustaining teamster union jobs and countless other jobs in the beverage industry,taxes,,job;tax,subject_and_supporting_text
3141,"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",1,genuine,5,true,train,train,train_pair_0465,public_finance,deficit,michael sullivan,"February 18, 2011",27,if you printed a 1 bill for the entirety of the 14 1 trillion national debt the resulting pile of money would weigh more than 136 aircraft carriers,deficit,national_debt,debt,high_confidence_and_subject
3247,"Says that President Obama said in 2008 that his proposed greenhouse gas regulations ""will bankrupt"" anyone who wants to build a new coal-fired power plant.",1,genuine,4,mostly_true,train,train,train_pair_0007,trade,environment;cap and trade;climate change,ohio coal association,"March 1, 2011",25,says that president obama said in 2008 that his proposed greenhouse gas regulations will bankrupt anyone who wants to build a new coal fired power plant,,bankruptcy,,high_confidence_text
21076,"Marco Rubio is following his party bosses, like Rick Scott, with his plan to raise taxes on Florida's working families, retirees and veterans.",0,misleading,1,false,train,train,train_pair_0756,taxation,taxes;ad watch,val demings,"March 6, 2022",23,marco rubio is following his party bosses like rick scott with his plan to raise taxes on florida s working families retirees and veterans,taxes,,tax,subject_and_supporting_text
3318,"Every taxpayer owes about $130,000 to pay off the national debt.",1,genuine,4,mostly_true,train,train,train_pair_0537,taxation,federal budget, young americans for liberty,"March 24, 2011",11,every taxpayer owes about 130 000 to pay off the national debt,federal budget,national_debt,debt,high_confidence_and_subject
20456,"Three percent is not a modest tax increase, if you own a $100,000 home in the city of Buffalo, that means an extra $300 a year.",0,misleading,1,false,train,train,train_pair_0777,taxation,city government;taxes,byron brown,"September 9, 2021",26,three percent is not a modest tax increase if you own a 100 000 home in the city of buffalo that means an extra 300 a year,taxes,,tax,subject_and_supporting_text
5582,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,1,genuine,5,true,train,train,train_pair_0186,labour_and_income,candidate biography;jobs,connie mack,"May 14, 2012",16,says george lemieux was one of two republicans who voted for president barack obama s jobs bill,jobs,,job,subject_and_supporting_text
493,"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.",0,misleading,1,false,train,train,train_pair_0622,taxation,taxes,john mccain,"June 10, 2008",15,sen obama wants to enact the single largest tax increase since the second world war,taxes,,tax,subject_and_supporting_text
1639,"Royalties for oil and other energy sources are the ""second-largest revenue source to the federal government after the IRS.",0,misleading,1,false,train,train,train_pair_0413,public_finance,energy;federal budget,darrell issa,"May 4, 2010",19,royalties for oil and other energy sources are the second largest revenue source to the federal government after the irs,federal budget,,revenue,subject_and_supporting_text
9481,"We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.",1,genuine,5,true,train,train,train_pair_0671,taxation,debates;debt;deficit;disability;economy;history;labor;legal issues;pensions;public safety;retirement;unions;workers,jorge elorza,"September 30, 2014",17,we have a retiree that is collecting a 17 000 paycheck a month tax free,debt;deficit;economy;labor;pensions;workers,,tax,subject_and_supporting_text
10335,"A measure to repeal the state's prevailing wage law would ""make it easier for state contractors to hire illegal workers for Wisconsin construction jobs"" through an ""illegal worker loophole in the state budget.",0,misleading,1,false,train,train,train_pair_0487,public_finance,labor,protect american jobs,"May 5, 2015",33,a measure to repeal the state s prevailing wage law would make it easier for state contractors to hire illegal workers for wisconsin construction jobs through an illegal worker loophole in the state budget,labor,state_budget,budget;job;wage,high_confidence_and_subject
1261,Texas is LAST (50th) in spending for mental health care.,1,genuine,4,mostly_true,train,train,train_pair_0304,public_finance,health care;state budget,marc katz,"December 8, 2009",10,texas is last 50th in spending for mental health care,state budget,,spending,subject_and_supporting_text
11132,"The United States of America, right now, has the strongest, most durable economy in the world.",1,genuine,4,mostly_true,train,train,train_pair_0088,macroeconomy,economy,barack obama,"January 12, 2016",16,the united states of america right now has the strongest most durable economy in the world,economy,,economy,subject_and_supporting_text
13408,"If Donald Trump would stay home from Mar-a-Lago one weekend, it would pay the entire meals on wheels budget for the state of Missouri for almost two years.",0,misleading,1,false,train,train,train_pair_0474,public_finance,families;federal budget;food,claire mccaskill,"April 14, 2017",28,if donald trump would stay home from mar a lago one weekend it would pay the entire meals on wheels budget for the state of missouri for almost two years,federal budget,,budget,subject_and_supporting_text
3947,"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",0,misleading,1,false,train,train,train_pair_0369,public_finance,stimulus,national republican congressional committee,"July 5, 2011",15,says a new report proves the stimulus supported by n j democrats cost 278 000 per job,stimulus,stimulus,job,high_confidence_and_subject
8916,Obama Signs Bill Forgiving All Student Loan Debt.,0,misleading,0,pants_on_fire,train,train,train_pair_0295,public_finance,education;financial regulation,chain email,"June 5, 2014",8,obama signs bill forgiving all student loan debt,financial regulation,,debt;loan,subject_and_supporting_text
11180,A lot of student loans are already refinanced by the federal government.,0,misleading,1,false,train,train,train_pair_0341,public_finance,debt;education;federal budget;financial regulation,dale kooyenga,"January 20, 2016",12,a lot of student loans are already refinanced by the federal government,debt;federal budget;financial regulation,,loan,subject_and_supporting_text
19658,"Very few … if any"" states have a minimum wage of $7.25 an hour.",0,misleading,1,false,train,train,train_pair_0168,labour_and_income,workers,joe manchin,"March 7, 2021",14,very few if any states have a minimum wage of 7 25 an hour,workers,minimum_wage,wage,high_confidence_and_subject
4303,"Says Rick Perry is ""spending more money than the state takes in, covering his deficits with record borrowing.",0,misleading,0,pants_on_fire,train,train,train_pair_0405,public_finance,deficit;state budget,keep conservatives united,"September 1, 2011",18,says rick perry is spending more money than the state takes in covering his deficits with record borrowing,deficit;state budget,,deficit;spending,subject_and_supporting_text
13996,"The Republican tax bill is ""not being scored by the Congressional Budget Office, as it is traditionally.",0,misleading,1,false,train,train,train_pair_0676,taxation,corrections and updates;taxes,richard durbin,"November 12, 2017",17,the republican tax bill is not being scored by the congressional budget office as it is traditionally,taxes,,budget;tax,subject_and_supporting_text
